"","date","time","age","Gender","Province","District","items_sold_label","market","source_channel","source_location","produced_location","market_transport","othmarket_current","othmarket_location","dismark_transport"
"60",2023-04-17,"14:23:45",42,"female","northern","gicumbi","Shufurere","buyuma","bulk_market","gicumbi","gicumbi","moto,walk","no",NA,NA
"61",2023-04-17,"14:23:45",42,"female","northern","gicumbi","Biringanya","buyuma","bulk_market","gicumbi,nyarungenge","gasabo","moto,walk","no",NA,NA
"62",2023-04-17,"14:35:04",30,"female","eastern","nyagatare","Ibijumba by`umuhondo","barija","farm_group","nyagatare","nyagatare","moto,walk","no",NA,NA
"63",2023-04-17,"14:35:04",30,"female","eastern","nyagatare","Ibitunguru","barija","wholesaler","nyarungenge","rubavu","moto,walk","no",NA,NA
"64",2023-04-17,"14:42:53",37,"female","northern","gicumbi","Ubunyobwa","buyuma","wholesaler","gicumbi","nyarungenge","walk","no",NA,NA
"65",2023-04-17,"14:42:53",37,"female","northern","gicumbi","Umuceri","buyuma","wholesaler","gicumbi","nyarungenge","walk","no",NA,NA
"66",2023-04-17,"14:54:36",38,"female","northern","gicumbi","Beterave","buyuma","own_farm","gicumbi","gicumbi","walk","no",NA,NA
"67",2023-04-17,"14:54:36",38,"female","northern","gicumbi","Biringanya","buyuma","own_farm","gicumbi","gicumbi","walk","no",NA,NA
"68",2023-04-17,"14:54:54",42,"female","eastern","nyagatare","Dodo","barija","farm_group","nyagatare","nyagatare","walk","no",NA,NA
"69",2023-04-17,"14:54:54",42,"female","eastern","nyagatare","Ibitunguru","barija","wholesaler","nyagatare","rubavu","walk","no",NA,NA
"70",2023-04-17,"14:58:42",39,"female","northern","gicumbi","Umuceri","buyuma","wholesaler","gicumbi","nyarungenge","walk","no",NA,NA
"71",2023-04-17,"14:58:42",39,"female","northern","gicumbi","Ubunyobwa","buyuma","wholesaler","gicumbi","nyarungenge","walk","no",NA,NA
"72",2023-04-17,"15:06:26",37,"female","northern","gicumbi","Umuceri","buyuma","wholesaler","gicumbi","nyarungenge","walk","no",NA,NA
"73",2023-04-17,"15:06:26",37,"female","northern","gicumbi","Ubunyobwa","buyuma","wholesaler","gicumbi","nyarungenge","walk","no",NA,NA
"74",2023-04-17,"15:09:43",21,"male","eastern","nyagatare","Amateke","barija","neighbour_farm","nyagatare","nyagatare","walk","no",NA,NA
"75",2023-04-17,"15:09:43",21,"male","eastern","nyagatare","Ibijumba by`umuhondo","barija","neighbour_farm","nyagatare","nyagatare","walk","no",NA,NA
"76",2023-04-17,"15:22:37",30,"female","northern","musanze","Ibitunguru","musanze","bulk_market","rubavu","rubavu","bicycle,bus,walk","no",NA,NA
"77",2023-04-17,"15:22:37",30,"female","northern","musanze","Karoti","musanze","bulk_market","musanze","nyabihu","bicycle,bus,walk","no",NA,NA
"78",2023-04-17,"15:25:19",48,"female","northern","gicumbi","Amateke","buyuma","wholesaler","gatsibo","gatsibo","moto","no",NA,NA
"79",2023-04-17,"15:31:10",23,"female","eastern","nyagatare","Imiteja","barija","farm_group","nyagatare","nyagatare","moto,walk","no",NA,NA
"80",2023-04-17,"15:31:10",23,"female","eastern","nyagatare","Dodo","barija","farm_group","nyagatare","nyagatare","moto,walk","no",NA,NA
"81",2023-04-17,"15:41:51",41,"female","northern","musanze","Shufurere","musanze","wholesaler","musanze","nyabihu","walk","no",NA,NA
"82",2023-04-17,"15:41:51",41,"female","northern","musanze","Dodo","musanze","wholesaler","nyabihu","nyabihu","car,walk","no",NA,NA
"83",2023-04-17,"15:48:21",27,"male","eastern","nyagatare","Imiteja","barija","farm_group","nyagatare","nyagatare","moto,walk","no",NA,NA
"84",2023-04-17,"15:48:21",27,"male","eastern","nyagatare","Umuceri","barija","wholesaler","nyagatare","kirehe","moto,walk","no",NA,NA
"85",2023-04-17,"15:48:22",26,"female","northern","musanze","Ubunyobwa","musanze","wholesaler","musanze,rubavu","bugesera","walk","no",NA,NA
"86",2023-04-17,"15:48:22",26,"female","northern","musanze","Karoti","musanze","bulk_market","musanze","musanze,rubavu","walk","no",NA,NA
"87",2023-04-17,"15:53:04",62,"female","northern","gicumbi","Beterave","buyuma","bulk_market","gicumbi","gicumbi","walk","no",NA,NA
"88",2023-04-17,"15:53:04",62,"female","northern","gicumbi","Urusenda","buyuma","bulk_market","gicumbi","gicumbi","walk","no",NA,NA
"89",2023-04-17,"15:55:28",32,"female","northern","musanze","Imiteja","musanze","wholesaler","gakenke","gakenke","bicycle","no",NA,NA
"90",2023-04-17,"15:55:28",32,"female","northern","musanze","Biringanya","musanze","wholesaler","gakenke","gakenke","bicycle","no",NA,NA
"91",2023-04-17,"16:06:31",35,"female","northern","gicumbi","Ubunyobwa","buyuma","bulk_market","nyarungenge","nyarungenge","walk","no",NA,NA
"92",2023-04-17,"16:06:31",35,"female","northern","gicumbi","Dodo","buyuma","wholesaler","gicumbi","gicumbi","walk","no",NA,NA
"93",2023-04-17,"16:06:50",41,"female","northern","musanze","Ibitunguru","musanze","wholesaler","musanze","rubavu","bicycle","no",NA,NA
"94",2023-04-17,"16:08:57",21,"female","northern","musanze","Ibitunguru","musanze","wholesaler","musanze","musanze","bicycle,walk","no",NA,NA
"95",2023-04-17,"16:08:57",21,"female","northern","musanze","Karoti","musanze","bulk_market","musanze,rubavu","musanze","bicycle,walk","no",NA,NA
"96",2023-04-17,"16:15:37",29,"female","northern","musanze","Ibitunguru","musanze","wholesaler","musanze","burera","bicycle","no",NA,NA
"97",2023-04-17,"16:22:39",46,"female","northern","gicumbi","Shufurere","buyuma","neighbour_farm","gicumbi","gicumbi","walk","no",NA,NA
"98",2023-04-17,"16:22:39",46,"female","northern","gicumbi","Urusenda","buyuma","bulk_market","gicumbi","gicumbi,nyagatare","walk","no",NA,NA
"99",2023-04-17,"16:23:07",39,"female","northern","musanze","Biringanya","musanze","wholesaler","musanze","gakenke","bicycle","no",NA,NA
"100",2023-04-17,"16:23:07",39,"female","northern","musanze","Imiteja","musanze","wholesaler","musanze","gakenke","bicycle","no",NA,NA
"101",2023-04-17,"16:27:26",46,"female","northern","gicumbi","Amasaka","buyuma","own_farm","gicumbi","gicumbi","moto","no",NA,NA
"102",2023-04-17,"16:27:26",46,"female","northern","gicumbi","Ibigori","buyuma","own_farm","gicumbi","gicumbi","moto","no",NA,NA
"103",2023-04-17,"16:29:24",41,"male","northern","gicumbi","Imyembe","buyuma","bulk_market","kayonza,nyagatare","kayonza,nyagatare","walk","no",NA,NA
"104",2023-04-17,"16:29:24",41,"male","northern","gicumbi","watameroni","buyuma","bulk_market","gisagara,kayonza,nyagatare","gisagara,kayonza,nyagatare","walk","no",NA,NA
"105",2023-04-17,"16:36:56",49,"female","northern","gicumbi","Umuceri","buyuma","wholesaler","gicumbi","nyarungenge","moto","no",NA,NA
"106",2023-04-17,"16:36:56",49,"female","northern","gicumbi","Amagi","buyuma","wholesaler","gicumbi","gicumbi","moto","no",NA,NA
"107",2023-04-17,"16:37:02",41,"female","northern","gicumbi","Ibinyomoro","buyuma","own_farm","gicumbi","gicumbi","walk","no",NA,NA
"108",2023-04-17,"16:37:02",41,"female","northern","gicumbi","Inanasi","buyuma","bulk_market","gakenke","gakenke","walk","no",NA,NA
"109",2023-04-17,"16:38:15",39,"female","northern","musanze","Ibishyimbo","musanze","wholesaler","musanze","musanze","bicycle,bus,walk","no",NA,NA
"110",2023-04-17,"16:38:15",39,"female","northern","musanze","Inyanya","musanze","own_farm","musanze","gicumbi,musanze","bicycle,bus,walk","no",NA,NA
"111",2023-04-17,"16:39:13",23,"female","northern","musanze","Imiteja","musanze","wholesaler","musanze","nyagatare","walk","no",NA,NA
"112",2023-04-17,"16:39:13",23,"female","northern","musanze","Dodo","musanze","wholesaler","musanze","rulindo","walk","no",NA,NA
"113",2023-04-17,"16:46:58",29,"male","eastern","nyagatare","Beterave","barija","neighbour_farm","nyagatare","nyagatare","walk","no",NA,NA
"114",2023-04-17,"16:50:39",41,"male","northern","gicumbi","Uburo","buyuma","wholesaler","gicumbi","gicumbi","moto","no",NA,NA
"115",2023-04-17,"16:50:39",41,"male","northern","gicumbi","Ibishyimbo","buyuma","wholesaler","gicumbi","gicumbi","moto","no",NA,NA
"116",2023-04-17,"16:52:11",36,"female","northern","musanze","Ibishyimbo","musanze","own_farm","musanze","musanze","bicycle,bus,car,moto,walk","no",NA,NA
"117",2023-04-17,"16:52:11",36,"female","northern","musanze","Inyanya","musanze","wholesaler","musanze","musanze","bicycle,bus,car,moto,walk","no",NA,NA
"118",2023-04-17,"16:52:16",23,"female","northern","musanze","Imiteja","musanze","wholesaler","musanze","nyarungenge","walk","no",NA,NA
"119",2023-04-17,"16:52:16",23,"female","northern","musanze","Biringanya","musanze","wholesaler","nyarungenge","bugesera,muhanga","walk","no",NA,NA
"120",2023-04-17,"16:52:53",63,"female","northern","gicumbi","Inanasi","buyuma","bulk_market","gicumbi","gakenke","moto,walk","no",NA,NA
"121",2023-04-17,"16:52:53",63,"female","northern","gicumbi","Ibinyomoro","buyuma","bulk_market","gicumbi","gicumbi","moto,walk","no",NA,NA
"122",2023-04-17,"16:59:43",32,"female","northern","gicumbi","Ibitoki (byo guteka)","buyuma","own_farm","gicumbi","gicumbi","moto","no",NA,NA
"123",2023-04-17,"16:59:43",32,"female","northern","gicumbi","Ibirayi","buyuma","wholesaler","gicumbi","gicumbi","moto","no",NA,NA
"124",2023-04-17,"17:01:27",29,"male","eastern","nyagatare","Amatunda","barija","bulk_market","kayonza","kayonza,ngoma","walk","no",NA,NA
"125",2023-04-17,"17:12:16",53,"female","northern","gicumbi","Ibishyimbo","buyuma","wholesaler","gicumbi","gicumbi","moto","no",NA,NA
"126",2023-04-17,"17:12:16",53,"female","northern","gicumbi","Ibigori","buyuma","wholesaler","gicumbi","gicumbi","moto","no",NA,NA
"127",2023-04-17,"17:12:19",35,"female","eastern","nyagatare","Amatunda","barija","bulk_market","gatsibo","gatsibo","moto,walk","no",NA,NA
"128",2023-04-17,"17:12:19",35,"female","eastern","nyagatare","Inanasi","barija","wholesaler","nyagatare","nyagatare","moto,walk","no",NA,NA
"129",2023-04-17,"17:12:42",39,"female","northern","musanze","Ibirayi","musanze","wholesaler","musanze,ruhango","musanze","car","no",NA,NA
"130",2023-04-17,"17:23:58",43,"female","northern","gicumbi","Ibigori","buyuma","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"131",2023-04-17,"17:23:58",43,"female","northern","gicumbi","Amasaka","buyuma","wholesaler","nyarungenge","nyarungenge","walk","no",NA,NA
"132",2023-04-17,"17:29:18",38,"female","northern","musanze","Ibirayi","musanze","wholesaler","musanze","musanze,nyabihu","bicycle,moto,walk","no",NA,NA
"133",2023-04-17,"17:32:14",35,"female","northern","gicumbi","Amasaka","buyuma","wholesaler","gicumbi","nyarungenge","walk","no",NA,NA
"134",2023-04-17,"17:32:14",35,"female","northern","gicumbi","Uburo","buyuma","wholesaler","gicumbi","gicumbi","walk","no",NA,NA
"135",2023-04-17,"17:41:47",40,"female","northern","gicumbi","Amatunda","buyuma","bulk_market","gicumbi","gicumbi","bicycle,moto,walk","no",NA,NA
"136",2023-04-17,"17:41:47",40,"female","northern","gicumbi","Ibinyomoro","buyuma","neighbour_farm","gicumbi","gicumbi","bicycle,moto,walk","no",NA,NA
"137",2023-04-17,"17:42:57",37,"female","eastern","nyagatare","Ibitoki (by` imineke","barija","bulk_market","nyagatare","nyagatare","moto,walk","no",NA,NA
"138",2023-04-17,"17:42:57",37,"female","eastern","nyagatare","Inanasi","barija","wholesaler","nyagatare","nyagatare","moto,walk","no",NA,NA
"139",2023-04-17,"17:43:18",32,"male","northern","musanze","Ibirayi","musanze","farm_group","musanze","musanze","bicycle,car,moto","no",NA,NA
"140",2023-04-17,"17:49:13",56,"female","northern","gicumbi","Inyanya","buyuma","bulk_market","gicumbi","gicumbi","bicycle,moto,walk","no",NA,NA
"141",2023-04-17,"17:49:13",56,"female","northern","gicumbi","Ubunyobwa","buyuma","bulk_market","nyarungenge","nyarungenge","bicycle,moto,walk","no",NA,NA
"142",2023-04-17,"17:54:00",34,"male","northern","gicumbi","Amatunda","buyuma","bulk_market","gicumbi","gicumbi","moto,walk","no",NA,NA
"143",2023-04-17,"17:54:00",34,"male","northern","gicumbi","Inanasi","buyuma","bulk_market","gakenke","gakenke","moto,walk","no",NA,NA
"144",2023-04-18,"09:28:38",36,"female","eastern","nyagatare","Ibitoki (by` imineke","minuri","wholesaler","nyagatare","nyagatare","walk","no","Gatsibo","bus,walk"
"145",2023-04-18,"09:28:38",36,"female","eastern","nyagatare","Ibitunguru","minuri","wholesaler","nyagatare","rubavu","walk","yes","Gatsibo","bus,walk"
"146",2023-04-18,"09:49:42",21,"female","eastern","nyagatare","Imiteja","minuri","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"147",2023-04-18,"09:49:42",21,"female","eastern","nyagatare","Karoti","minuri","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"148",2023-04-18,"10:17:34",53,"female","eastern","nyagatare","Karoti","minuri","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"149",2023-04-18,"10:17:34",53,"female","eastern","nyagatare","Inyanya","minuri","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"150",2023-04-18,"10:17:34",53,"female","eastern","nyagatare","Biringanya","minuri","own_farm","nyagatare","nyagatare","walk","no",NA,NA
"151",2023-04-18,"10:52:28",39,"female","eastern","nyagatare","Ibijumba by`umuhondo","minuri","wholesaler","nyagatare","gicumbi","walk","no",NA,NA
"152",2023-04-18,"10:52:28",39,"female","eastern","nyagatare","Imyumbati","minuri","neighbour_farm","nyagatare","nyagatare","walk","no",NA,NA
"153",2023-04-18,"10:52:28",39,"female","eastern","nyagatare","Ibitoki (byo guteka)","minuri","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"154",2023-04-18,"11:03:49",41,"female","eastern","nyagatare","Ibijumba by`umweru","minuri","neighbour_farm","nyagatare","nyagatare","walk","no",NA,NA
"155",2023-04-18,"11:03:49",41,"female","eastern","nyagatare","Imyumbati","minuri","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"156",2023-04-18,"11:03:49",41,"female","eastern","nyagatare","Ibitoki (byo guteka)","minuri","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"157",2023-04-18,"11:25:28",52,"female","eastern","nyagatare","Imiteja","minuri","neighbour_farm","nyagatare","nyagatare","walk","no",NA,NA
"158",2023-04-18,"11:25:28",52,"female","eastern","nyagatare","Inyanya","minuri","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"159",2023-04-18,"11:25:28",52,"female","eastern","nyagatare","Ibitunguru","minuri","wholesaler","nyagatare","rubavu","walk","no",NA,NA
"160",2023-04-18,"11:42:45",39,"female","eastern","nyagatare","Amateke","minuri","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"161",2023-04-18,"11:42:45",39,"female","eastern","nyagatare","Ibijumba by`umuhondo","minuri","wholesaler","nyagatare","gicumbi","walk","no",NA,NA
"162",2023-04-18,"11:42:45",39,"female","eastern","nyagatare","Imyumbati","minuri","wholesaler","nyagatare","nyagatare","walk","no",NA,NA
"163",2023-04-18,"11:42:51",28,"female","northern","gakenke","Inanasi","gakenke","wholesaler","gakenke","gakenke,rulindo","bicycle","yes","Rulindo","car"
"164",2023-04-18,"11:42:51",28,"female","northern","gakenke","Biringanya","gakenke","farm_group","gakenke","gakenke","bicycle","no","Rulindo","car"
"165",2023-04-18,"11:42:51",28,"female","northern","gakenke","Ibitunguru","gakenke","wholesaler","musanze","gakenke","bicycle","yes","Rulindo","car"
"166",2023-04-18,"11:46:14",43,"female","northern","gakenke","Ibitunguru","gakenke","wholesaler","gakenke","gakenke,musanze","bicycle,car,walk","no",NA,NA
"167",2023-04-18,"11:46:14",43,"female","northern","gakenke","Imiteja","gakenke","own_farm","gakenke","gakenke","bicycle,car,walk","no",NA,NA
"168",2023-04-18,"11:46:14",43,"female","northern","gakenke","Karoti","gakenke","wholesaler","gakenke","rubavu","bicycle,car,walk","no",NA,NA
"169",2023-04-18,"12:00:42",40,"female","northern","gicumbi","Amatunda","buyuma","wholesaler","gakenke,gicumbi","gakenke,gicumbi","walk","no",NA,NA
"170",2023-04-18,"12:00:42",40,"female","northern","gicumbi","Inanasi","buyuma","wholesaler","gakenke,gicumbi","gakenke,gicumbi","walk","no",NA,NA
"171",2023-04-18,"12:00:42",40,"female","northern","gicumbi","Ibinyomoro","buyuma","wholesaler","gicumbi","gicumbi,musanze","walk","no",NA,NA
"172",2023-04-18,"12:02:54",27,"female","northern","gakenke","Ibitunguru","gakenke","wholesaler","gakenke","gakenke","walk","no","Gakenke","car"
"173",2023-04-18,"12:02:54",27,"female","northern","gakenke","Karoti","gakenke","wholesaler","gakenke","musanze,rusizi","walk","yes","Gakenke","car"
"174",2023-04-18,"12:02:54",27,"female","northern","gakenke","Imiteja","gakenke","wholesaler","gakenke","gakenke","walk","no","Gakenke","car"
"175",2023-04-18,"12:04:48",21,"female","eastern","nyagatare","Ubunyobwa","minuri","wholesaler","nyarungenge","NotKnow","walk","no",NA,NA
"176",2023-04-18,"12:04:48",21,"female","eastern","nyagatare","Umuceri","minuri","wholesaler","nyagatare","nyagatare,other","walk","no",NA,NA
"177",2023-04-18,"12:04:48",21,"female","eastern","nyagatare","Icyayi","minuri","wholesaler","nyagatare","NotKnow","walk","no",NA,NA
"178",2023-04-18,"12:09:57",27,"female","northern","gicumbi","Amatunda","buyuma","wholesaler","gicumbi,musanze","gicumbi,musanze","walk","no",NA,NA
"179",2023-04-18,"12:09:57",27,"female","northern","gicumbi","Inanasi","buyuma","wholesaler","gakenke,gicumbi","gakenke,gicumbi","walk","no",NA,NA
"180",2023-04-18,"12:09:57",27,"female","northern","gicumbi","Ibinyomoro","buyuma","wholesaler","gicumbi,musanze","gicumbi,musanze","walk","no",NA,NA
"181",2023-04-18,"12:14:00",32,"female","northern","gakenke","Ibitunguru","gakenke","wholesaler","gakenke,musanze","gakenke,musanze","bicycle","no",NA,NA
"182",2023-04-18,"12:14:00",32,"female","northern","gakenke","Urusenda","gakenke","wholesaler","gakenke","gakenke","bicycle","no",NA,NA
"183",2023-04-18,"12:14:00",32,"female","northern","gakenke","Beterave","gakenke","wholesaler","musanze","musanze","bicycle","no",NA,NA
"184",2023-04-18,"12:15:47",40,"female","northern","gakenke","Inyanya","gakenke","bulk_market","gakenke,ruhango","gakenke","bicycle,walk","no",NA,NA
"185",2023-04-18,"12:15:47",40,"female","northern","gakenke","Imiteja","gakenke","wholesaler","gakenke","gakenke","bicycle,walk","no",NA,NA
"186",2023-04-18,"12:15:47",40,"female","northern","gakenke","Karoti","gakenke","wholesaler","other,rubavu","rubavu","bicycle,walk","no",NA,NA
"187",2023-04-18,"12:16:00",34,"female","northern","gicumbi","Amatunda","buyuma","wholesaler","gakenke","gakenke","moto","no",NA,NA
"188",2023-04-18,"12:16:00",34,"female","northern","gicumbi","Inanasi","buyuma","wholesaler","gakenke,gicumbi","gakenke,gicumbi","moto","no",NA,NA
