"","date","time","Province","District","items_sold_label","Food Item - English","source_channel","source_location","market_transport"
"36",2023-04-17,"13:13:22","Northern","Gicumbi","inyanya","Tomato","bulk_market","Gicumbi","walk"
"37",2023-04-17,"13:13:22","Northern","Gicumbi","amashu","Cabbage","neighbour_farm","Gicumbi,musanze,ruhango","walk"
"38",2023-04-17,"13:22:28","Eastern","Nyagatare","amatunda","Passionfruit","wholesaler","Kayonza","walk"
"39",2023-04-17,"13:22:28","Eastern","Nyagatare","ibinyomoro","Tree Tomato","bulk_market","Gasabo","walk"
"40",2023-04-17,"13:25:41","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk"
"41",2023-04-17,"13:25:41","Northern","Gicumbi","isombe","Cassava Leaves","wholesaler","Gicumbi","walk"
"42",2023-04-17,"13:25:51","Northern","Gicumbi","ingano","Barley","wholesaler","Gicumbi","walk"
"43",2023-04-17,"13:25:51","Northern","Gicumbi","ibirayi","Potato","wholesaler","Gicumbi","walk"
"44",2023-04-17,"13:26:35","Eastern","Nyagatare","inyanya","Tomato","cooperative","Nyagatare","walk"
"45",2023-04-17,"13:26:35","Eastern","Nyagatare","karoti","Carrot","wholesaler","Nyagatare","walk"
"46",2023-04-17,"13:44:14","Northern","Gicumbi","urusenda","Chilli","wholesaler","Gicumbi","walk"
"47",2023-04-17,"13:44:14","Northern","Gicumbi","imiteja","Faba Beans","bulk_market","Gicumbi","walk"
"48",2023-04-17,"13:53:27","Northern","Gicumbi","amashaza","Green Peas","bulk_market","Burera,gicumbi,musanze","walk"
"49",2023-04-17,"14:03:54","Northern","Gicumbi","inyanya","Tomato","wholesaler","Gicumbi","walk"
"50",2023-04-17,"14:03:54","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Gicumbi","walk"
"51",2023-04-17,"14:04:07","Northern","Gicumbi","inyanya","Tomato","bulk_market","Gicumbi","moto,walk"
"52",2023-04-17,"14:04:07","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gasabo","moto,walk"
"53",2023-04-17,"14:07:29","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyagatare","walk"
"54",2023-04-17,"14:07:29","Eastern","Nyagatare","imyumbati","Cassava Root","neighbour_farm","Nyagatare","walk"
"55",2023-04-17,"14:08:45","Northern","Gicumbi","inyanya","Tomato","wholesaler","Gicumbi","moto"
"56",2023-04-17,"14:08:45","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Gicumbi","moto"
"57",2023-04-17,"14:13:36","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Gicumbi","moto"
"58",2023-04-17,"14:15:08","Northern","Gicumbi","biringanya","Aubergine","bulk_market","Gicumbi,rulindo","walk"
"59",2023-04-17,"14:15:08","Northern","Gicumbi","ipapayi","Papaya","bulk_market","Gicumbi,rulindo","walk"
"61",2023-04-17,"14:23:45","Northern","Gicumbi","biringanya","Aubergine","bulk_market","Gicumbi,nyarungenge","moto,walk"
"62",2023-04-17,"14:35:04","Eastern","Nyagatare","ibijumbaby`umuhondo","Sweet Potatoes Orange","farm_group","Nyagatare","moto,walk"
"63",2023-04-17,"14:35:04","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyarungenge","moto,walk"
"64",2023-04-17,"14:42:53","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk"
"65",2023-04-17,"14:42:53","Northern","Gicumbi","umuceri","Rice","wholesaler","Gicumbi","walk"
"66",2023-04-17,"14:54:36","Northern","Gicumbi","beterave","Beetroot","own_farm","Gicumbi","walk"
"67",2023-04-17,"14:54:36","Northern","Gicumbi","biringanya","Aubergine","own_farm","Gicumbi","walk"
"68",2023-04-17,"14:54:54","Eastern","Nyagatare","dodo","Amaranth Leaves","farm_group","Nyagatare","walk"
"69",2023-04-17,"14:54:54","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyagatare","walk"
"70",2023-04-17,"14:58:42","Northern","Gicumbi","umuceri","Rice","wholesaler","Gicumbi","walk"
"71",2023-04-17,"14:58:42","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk"
"72",2023-04-17,"15:06:26","Northern","Gicumbi","umuceri","Rice","wholesaler","Gicumbi","walk"
"73",2023-04-17,"15:06:26","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gicumbi","walk"
"74",2023-04-17,"15:09:43","Eastern","Nyagatare","amateke","Taro","neighbour_farm","Nyagatare","walk"
"75",2023-04-17,"15:09:43","Eastern","Nyagatare","ibijumbaby`umuhondo","Sweet Potatoes Orange","neighbour_farm","Nyagatare","walk"
"76",2023-04-17,"15:22:37","Northern","Musanze","ibitunguru","Onion","bulk_market","Rubavu","bicycle,bus,walk"
"77",2023-04-17,"15:22:37","Northern","Musanze","karoti","Carrot","bulk_market","Musanze","bicycle,bus,walk"
"78",2023-04-17,"15:25:19","Northern","Gicumbi","amateke","Taro","wholesaler","Gatsibo","moto"
"79",2023-04-17,"15:31:10","Eastern","Nyagatare","imiteja","Faba Beans","farm_group","Nyagatare","moto,walk"
"80",2023-04-17,"15:31:10","Eastern","Nyagatare","dodo","Amaranth Leaves","farm_group","Nyagatare","moto,walk"
"82",2023-04-17,"15:41:51","Northern","Musanze","dodo","Amaranth Leaves","wholesaler","Nyabihu","car,walk"
"83",2023-04-17,"15:48:21","Eastern","Nyagatare","imiteja","Faba Beans","farm_group","Nyagatare","moto,walk"
"84",2023-04-17,"15:48:21","Eastern","Nyagatare","umuceri","Rice","wholesaler","Nyagatare","moto,walk"
"85",2023-04-17,"15:48:22","Northern","Musanze","ubunyobwa","Ground Nuts","wholesaler","Musanze,rubavu","walk"
"86",2023-04-17,"15:48:22","Northern","Musanze","karoti","Carrot","bulk_market","Musanze","walk"
"87",2023-04-17,"15:53:04","Northern","Gicumbi","beterave","Beetroot","bulk_market","Gicumbi","walk"
"88",2023-04-17,"15:53:04","Northern","Gicumbi","urusenda","Chilli","bulk_market","Gicumbi","walk"
"89",2023-04-17,"15:55:28","Northern","Musanze","imiteja","Faba Beans","wholesaler","Gakenke","bicycle"
"90",2023-04-17,"15:55:28","Northern","Musanze","biringanya","Aubergine","wholesaler","Gakenke","bicycle"
"91",2023-04-17,"16:06:31","Northern","Gicumbi","ubunyobwa","Ground Nuts","bulk_market","Nyarungenge","walk"
"92",2023-04-17,"16:06:31","Northern","Gicumbi","dodo","Amaranth Leaves","wholesaler","Gicumbi","walk"
"93",2023-04-17,"16:06:50","Northern","Musanze","ibitunguru","Onion","wholesaler","Musanze","bicycle"
"94",2023-04-17,"16:08:57","Northern","Musanze","ibitunguru","Onion","wholesaler","Musanze","bicycle,walk"
"95",2023-04-17,"16:08:57","Northern","Musanze","karoti","Carrot","bulk_market","Musanze,rubavu","bicycle,walk"
"96",2023-04-17,"16:15:37","Northern","Musanze","ibitunguru","Onion","wholesaler","Musanze","bicycle"
"98",2023-04-17,"16:22:39","Northern","Gicumbi","urusenda","Chilli","bulk_market","Gicumbi","walk"
"99",2023-04-17,"16:23:07","Northern","Musanze","biringanya","Aubergine","wholesaler","Musanze","bicycle"
"100",2023-04-17,"16:23:07","Northern","Musanze","imiteja","Faba Beans","wholesaler","Musanze","bicycle"
"101",2023-04-17,"16:27:26","Northern","Gicumbi","amasaka","Sorghum","own_farm","Gicumbi","moto"
"102",2023-04-17,"16:27:26","Northern","Gicumbi","ibigori","Maize","own_farm","Gicumbi","moto"
"105",2023-04-17,"16:36:56","Northern","Gicumbi","umuceri","Rice","wholesaler","Gicumbi","moto"
"106",2023-04-17,"16:36:56","Northern","Gicumbi","amagi","Eggs","wholesaler","Gicumbi","moto"
"107",2023-04-17,"16:37:02","Northern","Gicumbi","ibinyomoro","Tree Tomato","own_farm","Gicumbi","walk"
"108",2023-04-17,"16:37:02","Northern","Gicumbi","inanasi","Pineapple","bulk_market","Gakenke","walk"
"109",2023-04-17,"16:38:15","Northern","Musanze","ibishyimbo","Field Beans","wholesaler","Musanze","bicycle,bus,walk"
"110",2023-04-17,"16:38:15","Northern","Musanze","inyanya","Tomato","own_farm","Musanze","bicycle,bus,walk"
"111",2023-04-17,"16:39:13","Northern","Musanze","imiteja","Faba Beans","wholesaler","Musanze","walk"
"112",2023-04-17,"16:39:13","Northern","Musanze","dodo","Amaranth Leaves","wholesaler","Musanze","walk"
"113",2023-04-17,"16:46:58","Eastern","Nyagatare","beterave","Beetroot","neighbour_farm","Nyagatare","walk"
"114",2023-04-17,"16:50:39","Northern","Gicumbi","uburo","Millet","wholesaler","Gicumbi","moto"
"115",2023-04-17,"16:50:39","Northern","Gicumbi","ibishyimbo","Field Beans","wholesaler","Gicumbi","moto"
"116",2023-04-17,"16:52:11","Northern","Musanze","ibishyimbo","Field Beans","own_farm","Musanze","bicycle,bus,car,moto,walk"
"117",2023-04-17,"16:52:11","Northern","Musanze","inyanya","Tomato","wholesaler","Musanze","bicycle,bus,car,moto,walk"
"118",2023-04-17,"16:52:16","Northern","Musanze","imiteja","Faba Beans","wholesaler","Musanze","walk"
"119",2023-04-17,"16:52:16","Northern","Musanze","biringanya","Aubergine","wholesaler","Nyarungenge","walk"
"120",2023-04-17,"16:52:53","Northern","Gicumbi","inanasi","Pineapple","bulk_market","Gicumbi","moto,walk"
"121",2023-04-17,"16:52:53","Northern","Gicumbi","ibinyomoro","Tree Tomato","bulk_market","Gicumbi","moto,walk"
"122",2023-04-17,"16:59:43","Northern","Gicumbi","ibitoki(byoguteka)","Banana Cooking","own_farm","Gicumbi","moto"
"123",2023-04-17,"16:59:43","Northern","Gicumbi","ibirayi","Potato","wholesaler","Gicumbi","moto"
"124",2023-04-17,"17:01:27","Eastern","Nyagatare","amatunda","Passionfruit","bulk_market","Kayonza","walk"
"125",2023-04-17,"17:12:16","Northern","Gicumbi","ibishyimbo","Field Beans","wholesaler","Gicumbi","moto"
"126",2023-04-17,"17:12:16","Northern","Gicumbi","ibigori","Maize","wholesaler","Gicumbi","moto"
"127",2023-04-17,"17:12:19","Eastern","Nyagatare","amatunda","Passionfruit","bulk_market","Gatsibo","moto,walk"
"128",2023-04-17,"17:12:19","Eastern","Nyagatare","inanasi","Pineapple","wholesaler","Nyagatare","moto,walk"
"129",2023-04-17,"17:12:42","Northern","Musanze","ibirayi","Potato","wholesaler","Musanze,ruhango","car"
"130",2023-04-17,"17:23:58","Northern","Gicumbi","ibigori","Maize","wholesaler","Nyagatare","walk"
"131",2023-04-17,"17:23:58","Northern","Gicumbi","amasaka","Sorghum","wholesaler","Nyarungenge","walk"
"132",2023-04-17,"17:29:18","Northern","Musanze","ibirayi","Potato","wholesaler","Musanze","bicycle,moto,walk"
"133",2023-04-17,"17:32:14","Northern","Gicumbi","amasaka","Sorghum","wholesaler","Gicumbi","walk"
"134",2023-04-17,"17:32:14","Northern","Gicumbi","uburo","Millet","wholesaler","Gicumbi","walk"
"135",2023-04-17,"17:41:47","Northern","Gicumbi","amatunda","Passionfruit","bulk_market","Gicumbi","bicycle,moto,walk"
"136",2023-04-17,"17:41:47","Northern","Gicumbi","ibinyomoro","Tree Tomato","neighbour_farm","Gicumbi","bicycle,moto,walk"
"137",2023-04-17,"17:42:57","Eastern","Nyagatare","ibitoki(by`imineke","Banana Beer","bulk_market","Nyagatare","moto,walk"
"138",2023-04-17,"17:42:57","Eastern","Nyagatare","inanasi","Pineapple","wholesaler","Nyagatare","moto,walk"
"139",2023-04-17,"17:43:18","Northern","Musanze","ibirayi","Potato","farm_group","Musanze","bicycle,car,moto"
"140",2023-04-17,"17:49:13","Northern","Gicumbi","inyanya","Tomato","bulk_market","Gicumbi","bicycle,moto,walk"
"141",2023-04-17,"17:49:13","Northern","Gicumbi","ubunyobwa","Ground Nuts","bulk_market","Nyarungenge","bicycle,moto,walk"
"142",2023-04-17,"17:54:00","Northern","Gicumbi","amatunda","Passionfruit","bulk_market","Gicumbi","moto,walk"
"143",2023-04-17,"17:54:00","Northern","Gicumbi","inanasi","Pineapple","bulk_market","Gakenke","moto,walk"
"144",2023-04-18,"09:28:38","Eastern","Nyagatare","ibitoki(by`imineke","Banana Beer","wholesaler","Nyagatare","walk"
"145",2023-04-18,"09:28:38","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyagatare","walk"
"146",2023-04-18,"09:49:42","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","walk"
"147",2023-04-18,"09:49:42","Eastern","Nyagatare","karoti","Carrot","wholesaler","Nyagatare","walk"
"148",2023-04-18,"10:17:34","Eastern","Nyagatare","karoti","Carrot","wholesaler","Nyagatare","walk"
"149",2023-04-18,"10:17:34","Eastern","Nyagatare","inyanya","Tomato","wholesaler","Nyagatare","walk"
"150",2023-04-18,"10:17:34","Eastern","Nyagatare","biringanya","Aubergine","own_farm","Nyagatare","walk"
"151",2023-04-18,"10:52:28","Eastern","Nyagatare","ibijumbaby`umuhondo","Sweet Potatoes Orange","wholesaler","Nyagatare","walk"
"152",2023-04-18,"10:52:28","Eastern","Nyagatare","imyumbati","Cassava Root","neighbour_farm","Nyagatare","walk"
"153",2023-04-18,"10:52:28","Eastern","Nyagatare","ibitoki(byoguteka)","Banana Cooking","wholesaler","Nyagatare","walk"
"154",2023-04-18,"11:03:49","Eastern","Nyagatare","ibijumbaby`umweru","Sweet Potatoes White","neighbour_farm","Nyagatare","walk"
"155",2023-04-18,"11:03:49","Eastern","Nyagatare","imyumbati","Cassava Root","wholesaler","Nyagatare","walk"
"156",2023-04-18,"11:03:49","Eastern","Nyagatare","ibitoki(byoguteka)","Banana Cooking","wholesaler","Nyagatare","walk"
"157",2023-04-18,"11:25:28","Eastern","Nyagatare","imiteja","Faba Beans","neighbour_farm","Nyagatare","walk"
"158",2023-04-18,"11:25:28","Eastern","Nyagatare","inyanya","Tomato","wholesaler","Nyagatare","walk"
"159",2023-04-18,"11:25:28","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyagatare","walk"
"160",2023-04-18,"11:42:45","Eastern","Nyagatare","amateke","Taro","wholesaler","Nyagatare","walk"
"161",2023-04-18,"11:42:45","Eastern","Nyagatare","ibijumbaby`umuhondo","Sweet Potatoes Orange","wholesaler","Nyagatare","walk"
"162",2023-04-18,"11:42:45","Eastern","Nyagatare","imyumbati","Cassava Root","wholesaler","Nyagatare","walk"
"163",2023-04-18,"11:42:51","Northern","Gakenke","inanasi","Pineapple","wholesaler","Gakenke","bicycle"
"164",2023-04-18,"11:42:51","Northern","Gakenke","biringanya","Aubergine","farm_group","Gakenke","bicycle"
"165",2023-04-18,"11:42:51","Northern","Gakenke","ibitunguru","Onion","wholesaler","Musanze","bicycle"
"166",2023-04-18,"11:46:14","Northern","Gakenke","ibitunguru","Onion","wholesaler","Gakenke","bicycle,car,walk"
"167",2023-04-18,"11:46:14","Northern","Gakenke","imiteja","Faba Beans","own_farm","Gakenke","bicycle,car,walk"
"168",2023-04-18,"11:46:14","Northern","Gakenke","karoti","Carrot","wholesaler","Gakenke","bicycle,car,walk"
"169",2023-04-18,"12:00:42","Northern","Gicumbi","amatunda","Passionfruit","wholesaler","Gakenke,gicumbi","walk"
"170",2023-04-18,"12:00:42","Northern","Gicumbi","inanasi","Pineapple","wholesaler","Gakenke,gicumbi","walk"
"171",2023-04-18,"12:00:42","Northern","Gicumbi","ibinyomoro","Tree Tomato","wholesaler","Gicumbi","walk"
"172",2023-04-18,"12:02:54","Northern","Gakenke","ibitunguru","Onion","wholesaler","Gakenke","walk"
"173",2023-04-18,"12:02:54","Northern","Gakenke","karoti","Carrot","wholesaler","Gakenke","walk"
"174",2023-04-18,"12:02:54","Northern","Gakenke","imiteja","Faba Beans","wholesaler","Gakenke","walk"
"175",2023-04-18,"12:04:48","Eastern","Nyagatare","ubunyobwa","Ground Nuts","wholesaler","Nyarungenge","walk"
"176",2023-04-18,"12:04:48","Eastern","Nyagatare","umuceri","Rice","wholesaler","Nyagatare","walk"
"178",2023-04-18,"12:09:57","Northern","Gicumbi","amatunda","Passionfruit","wholesaler","Gicumbi,musanze","walk"
"179",2023-04-18,"12:09:57","Northern","Gicumbi","inanasi","Pineapple","wholesaler","Gakenke,gicumbi","walk"
"180",2023-04-18,"12:09:57","Northern","Gicumbi","ibinyomoro","Tree Tomato","wholesaler","Gicumbi,musanze","walk"
"181",2023-04-18,"12:14:00","Northern","Gakenke","ibitunguru","Onion","wholesaler","Gakenke,musanze","bicycle"
"182",2023-04-18,"12:14:00","Northern","Gakenke","urusenda","Chilli","wholesaler","Gakenke","bicycle"
"183",2023-04-18,"12:14:00","Northern","Gakenke","beterave","Beetroot","wholesaler","Musanze","bicycle"
"184",2023-04-18,"12:15:47","Northern","Gakenke","inyanya","Tomato","bulk_market","Gakenke,ruhango","bicycle,walk"
"185",2023-04-18,"12:15:47","Northern","Gakenke","imiteja","Faba Beans","wholesaler","Gakenke","bicycle,walk"
"186",2023-04-18,"12:15:47","Northern","Gakenke","karoti","Carrot","wholesaler","Other,rubavu","bicycle,walk"
"187",2023-04-18,"12:16:00","Northern","Gicumbi","amatunda","Passionfruit","wholesaler","Gakenke","moto"
"188",2023-04-18,"12:16:00","Northern","Gicumbi","inanasi","Pineapple","wholesaler","Gakenke,gicumbi","moto"
"189",2023-04-18,"12:16:00","Northern","Gicumbi","ibinyomoro","Tree Tomato","wholesaler","Gicumbi","moto"
"190",2023-04-18,"12:29:37","Northern","Gakenke","ibitoki(byoguteka)","Banana Cooking","bulk_market","Gakenke","walk"
"191",2023-04-18,"12:29:37","Northern","Gakenke","ibitoki(by`imineke","Banana Beer","wholesaler","Gakenke","walk"
"192",2023-04-18,"12:29:37","Northern","Gakenke","ibitoki(by`inzoga)","Banana Beer","wholesaler","Gakenke","walk"
"193",2023-04-18,"12:35:58","Northern","Gakenke","ibitunguru","Onion","wholesaler","Musanze","bicycle"
"194",2023-04-18,"12:35:58","Northern","Gakenke","urusenda","Chilli","wholesaler","Gakenke,musanze","bicycle"
"195",2023-04-18,"12:35:58","Northern","Gakenke","beterave","Beetroot","wholesaler","Musanze","bicycle"
"197",2023-04-18,"12:37:15","Northern","Gicumbi","ipapayi","Papaya","wholesaler","Gicumbi","walk"
"200",2023-04-18,"12:44:50","Northern","Gicumbi","ipapayi","Papaya","wholesaler","Gicumbi","walk"
"202",2023-04-18,"12:47:08","Northern","Gakenke","ibitoki(byoguteka)","Banana Cooking","wholesaler","Gakenke,ruhango","walk"
"205",2023-04-18,"12:52:51","Northern","Gicumbi","ipapayi","Papaya","wholesaler","Gicumbi","walk"
"206",2023-04-18,"12:58:14","Northern","Gakenke","ibitoki(byoguteka)","Banana Cooking","wholesaler","Ruhango","bicycle,walk"
"207",2023-04-18,"13:07:54","Northern","Gicumbi","soya","Soya Beans","wholesaler","Gicumbi,musanze","walk"
"208",2023-04-18,"13:07:54","Northern","Gicumbi","uburo","Millet","wholesaler","Gicumbi","walk"
"209",2023-04-18,"13:07:54","Northern","Gicumbi","ingano","Barley","wholesaler","Gicumbi,rutsiro","walk"
"210",2023-04-18,"13:07:58","Northern","Gakenke","inanasi","Pineapple","farm_group","Gakenke","walk"
"211",2023-04-18,"13:14:08","Northern","Gicumbi","soya","Soya Beans","wholesaler","Gicumbi","walk"
"212",2023-04-18,"13:14:08","Northern","Gicumbi","uburo","Millet","wholesaler","Gakenke,gicumbi,musanze","walk"
"213",2023-04-18,"13:14:08","Northern","Gicumbi","ingano","Barley","wholesaler","Gicumbi","walk"
"214",2023-04-18,"13:17:11","Eastern","Nyagatare","isombe","Cassava Leaves","neighbour_farm","Nyagatare","walk"
"215",2023-04-18,"13:20:52","Northern","Gicumbi","uburo","Millet","wholesaler","Gicumbi","walk"
"216",2023-04-18,"13:20:52","Northern","Gicumbi","soya","Soya Beans","wholesaler","Gicumbi","walk"
"217",2023-04-18,"13:20:52","Northern","Gicumbi","ingano","Barley","wholesaler","Gicumbi","walk"
"218",2023-04-18,"13:21:44","Northern","Gakenke","ibirayi","Potato","farm_group","Gakenke","walk"
"219",2023-04-18,"13:23:18","Northern","Gakenke","inanasi","Pineapple","farm_group","Gakenke","bicycle,walk"
"220",2023-04-18,"13:28:50","Eastern","Nyagatare","beterave","Beetroot","neighbour_farm","Nyagatare","walk"
"221",2023-04-18,"13:28:50","Eastern","Nyagatare","dodo","Amaranth Leaves","neighbour_farm","Nyagatare","walk"
"222",2023-04-18,"13:28:50","Eastern","Nyagatare","ubunyobwa","Ground Nuts","wholesaler","Nyarungenge","walk"
"223",2023-04-18,"13:29:09","Northern","Gakenke","ibirayi","Potato","wholesaler","Gakenke,ruhango","bicycle,car,walk"
"224",2023-04-18,"13:31:53","Northern","Gakenke","ibigori","Maize","wholesaler","Gakenke","walk"
"225",2023-04-18,"13:31:53","Northern","Gakenke","ibishyimbo","Field Beans","farm_group","Gakenke","walk"
"226",2023-04-18,"13:42:41","Eastern","Nyagatare","voka","Avocado","wholesaler","Nyagatare","walk"
"228",2023-04-18,"13:42:41","Eastern","Nyagatare","amatunda","Passionfruit","wholesaler","Nyagatare","walk"
"229",2023-04-18,"13:43:03","Northern","Gakenke","amasaka","Sorghum","wholesaler","Gakenke","bicycle"
"230",2023-04-18,"13:43:03","Northern","Gakenke","ibigori","Maize","farm_group","Gakenke","bicycle"
"231",2023-04-18,"13:43:03","Northern","Gakenke","ibishyimbo","Field Beans","bulk_market","Gakenke","bicycle"
"232",2023-04-18,"13:50:47","Eastern","Nyagatare","beterave","Beetroot","wholesaler","Nyagatare","walk"
"233",2023-04-18,"13:50:47","Eastern","Nyagatare","urusenda","Chilli","wholesaler","Nyagatare","walk"
"234",2023-04-18,"13:50:47","Eastern","Nyagatare","umuceri","Rice","wholesaler","Nyagatare","walk"
"235",2023-04-18,"13:53:41","Northern","Gakenke","amashu","Cabbage","wholesaler","Gakenke,musanze","bicycle,walk"
"236",2023-04-18,"13:56:22","Northern","Gakenke","ibigori","Maize","farm_group","Gakenke","bicycle,walk"
"237",2023-04-18,"13:56:22","Northern","Gakenke","amasaka","Sorghum","wholesaler","Rulindo","bicycle,walk"
"238",2023-04-18,"13:56:22","Northern","Gakenke","ibishyimbo","Field Beans","wholesaler","Rulindo","bicycle,walk"
"239",2023-04-18,"14:00:43","Northern","Gakenke","dodo","Amaranth Leaves","bulk_market","Gakenke","bicycle,walk"
"240",2023-04-18,"14:00:43","Northern","Gakenke","amashu","Cabbage","bulk_market","Gakenke","bicycle,walk"
"241",2023-04-18,"14:09:01","Northern","Gakenke","amashu","Cabbage","farm_group","Gakenke","bicycle,moto,walk"
"242",2023-04-18,"14:11:42","Eastern","Nyagatare","amashu","Cabbage","neighbour_farm","Nyagatare","walk"
"243",2023-04-18,"14:11:42","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","walk"
"244",2023-04-18,"14:11:42","Eastern","Nyagatare","soya","Soya Beans","wholesaler","Nyagatare","walk"
"245",2023-04-18,"14:16:04","Northern","Gakenke","urusenda","Chilli","farm_group","Gakenke","bicycle,walk"
"246",2023-04-18,"14:24:13","Northern","Gakenke","ibinyomoro","Tree Tomato","farm_group","Gakenke","bicycle,moto,walk"
"247",2023-04-18,"14:24:13","Northern","Gakenke","amatunda","Passionfruit","wholesaler","Gakenke,ruhango","bicycle,moto,walk"
"248",2023-04-18,"14:27:46","Northern","Gakenke","dodo","Amaranth Leaves","farm_group","Gakenke","walk"
"249",2023-04-18,"14:28:42","Eastern","Nyagatare","ibirayi","Potato","wholesaler","Nyagatare,rubavu","walk"
"251",2023-04-18,"14:35:01","Northern","Gakenke","ibinyomoro","Tree Tomato","farm_group","Gakenke,musanze","bicycle,moto,walk"
"252",2023-04-18,"14:39:51","Northern","Gakenke","dodo","Amaranth Leaves","farm_group","Gakenke","walk"
"254",2023-04-18,"14:45:11","Northern","Gakenke","ibinyomoro","Tree Tomato","bulk_market","Gakenke","bicycle,moto,walk"
"255",2023-04-18,"14:52:12","Northern","Gakenke","dodo","Amaranth Leaves","farm_group","Gakenke","bicycle,walk"
