"","date","time","Province","District","items_sold_label","Food Item - English","source_channel","source_location","market_transport"
"61",2023-09-01,"12:07:34","Southern","Nyaruguru","imboga za dodo","Amaranth Leaves","wholesaler","Nyaruguru","bicycle"
"62",2023-09-01,"12:05:35","Western","Rusizi","ibitoki","Banana Cooking","neighbour_farm","Rusizi","walk"
"64",2023-09-01,"12:00:45","Kigali","Nyarugenge","amatunda","Passionfruit","wholesaler","Other DistrictDistrict","car"
"65",2023-09-01,"12:00:23","Northern","Musanze","beterave","Beetroot","wholesaler","Musanze","bicycle"
"66",2023-09-01,"12:00:09","Kigali","Gasabo","imyumbati","Cassava Root","wholesaler","Gasabo","bicycle"
"69",2023-09-01,"11:56:04","Western","Nyamasheke","ibitoki","Banana Cooking","neighbour_farm","Nyamasheke","bicycle"
"70",2023-09-01,"11:55:58","Northern","Musanze","beterave","Beetroot","wholesaler","Musanze","moto"
"71",2023-09-01,"11:55:26","Kigali","Kicukiro","ubunyobwa","Ground Nuts","wholesaler","Other DistrictDistrict","moto"
"72",2023-09-01,"11:54:51","Southern","Gisagara","ipapayi","Papaya","neighbour_farm","Gisagara","bicycle"
"73",2023-09-01,"11:54:12","Kigali","Nyarugenge","avoka","Avocado","wholesaler","Other DistrictDistrict","car"
"75",2023-09-01,"11:53:40","Southern","Kamonyi","amateke ya taro","Taro","neighbour_farm","Kamonyi","walk"
"76",2023-09-01,"11:53:24","Kigali","Gasabo","ubunyobwa","Ground Nuts","wholesaler","Gasabo","bus"
"79",2023-09-01,"11:52:39","Eastern","Kirehe","beterave","Beetroot","neighbour_farm","Kirehe","moto"
"80",2023-09-01,"11:52:34","Eastern","Bugesera","amashu","Cabbage","wholesaler","Bugesera","car"
"81",2023-09-01,"11:52:29","Western","Rubavu","ibishyimbo byumye","Field Beans","wholesaler","Rubavu","bicycle"
"82",2023-09-01,"11:52:07","Eastern","Ngoma","amatunda","Passionfruit","wholesaler","Other DistrictDistrict","bicycle"
"83",2023-09-01,"11:51:36","Southern","Nyamagabe","ibishyimbo byumye","Field Beans","wholesaler","Nyamagabe","car"
"84",2023-09-01,"10:45:24","Southern","Ruhango","soya","Soya Beans","neighbour_farm","Ruhango","walk"
"85",2023-09-01,"10:38:13","Southern","Ruhango","amasaka","Sorghum","neighbour_farm","Ruhango","bicycle"
"86",2023-09-01,"10:30:39","Southern","Ruhango","ibishyimbo byumye","Field Beans","wholesaler","Ruhango","walk"
"87",2023-09-01,"10:05:36","Western","Nyamasheke","ibitoki","Banana Cooking","wholesaler","Nyamasheke","bicycle"
"88",2023-09-01,"09:55:46","Western","Nyamasheke","ibitoki","Banana Cooking","wholesaler","Nyamasheke","bicycle"
"89",2023-09-01,"09:12:02","Northern","Musanze","umuceli","Rice","wholesaler","Musanze","bus"
"90",2023-09-01,"08:45:30","Northern","Musanze","ubunyobwa","Ground Nuts","wholesaler","Musanze","bus"
"91",2023-09-01,"08:27:59","Southern","Kamonyi","ibitoki","Banana Cooking","neighbour_farm","Kamonyi","bicycle"
"92",2023-09-01,"08:23:46","Southern","Kamonyi","ibitoki","Banana Cooking","neighbour_farm","Kamonyi","bicycle"
"93",2023-09-01,"08:11:49","Southern","Kamonyi","avoka","Avocado","wholesaler","Kamonyi","bicycle"
"94",2023-09-01,"05:54:39","Eastern","Gatsibo","inyanya","Tomato","wholesaler","Gatsibo","bicycle"
"95",2023-09-02,"19:41:33","Kigali","Nyarugenge","ubunyobwa","Ground Nuts","wholesaler","Nyarugenge","moto"
"96",2023-09-02,"18:59:49","Southern","Nyamagabe","avoka","Avocado","wholesaler","Nyamagabe","walk"
"98",2023-09-02,"15:17:52","Kigali","Nyarugenge","ibishyimbo byumye","Field Beans","wholesaler","Nyarugenge","car"
"99",2023-09-02,"15:11:41","Kigali","Nyarugenge","amagi","Eggs","wholesaler","Other DistrictDistrict","car"
"100",2023-09-02,"14:07:25","Southern","Kamonyi","umuceli","Rice","wholesaler","Kamonyi","walk"
"101",2023-09-02,"13:57:41","Southern","Kamonyi","ubunyobwa","Ground Nuts","wholesaler","Kamonyi","walk"
"103",2023-09-02,"13:31:29","Kigali","Nyarugenge","amashaza","Green Peas","wholesaler","Other DistrictDistrict","car"
"104",2023-09-02,"10:10:21","Northern","Burera","ibitoki","Banana Cooking","wholesaler","Burera","bicycle"
"105",2023-09-02,"07:30:59","Southern","Kamonyi","inanasi","Pineapple","cooperative","Other DistrictDistrict","bicycle"
"106",2023-09-03,"17:23:17","Kigali","Nyarugenge","ibitoki","Banana Cooking","wholesaler","Nyarugenge","car"
"107",2023-09-03,"17:18:29","Kigali","Nyarugenge","ibitoki","Banana Cooking","wholesaler","Nyarugenge","car"
"108",2023-09-03,"17:13:12","Kigali","Nyarugenge","ibitoki","Banana Cooking","wholesaler","Other DistrictDistrict","car"
"109",2023-09-03,"08:59:05","Northern","Rulindo","ingano za sayiri","Barley","own_farm","Rulindo","walk"
"110",2023-09-03,"07:54:53","Southern","Nyanza","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Nyanza","moto"
"111",2023-09-03,"07:45:20","Southern","Nyanza","umuceli","Rice","neighbour_farm","Nyanza","walk"
"112",2023-09-03,"07:41:41","Southern","Nyanza","ibigori","Maize","neighbour_farm","Nyanza","walk"
"113",2023-09-03,"07:36:55","Southern","Nyanza","ibishyimbo byumye","Field Beans","neighbour_farm","Nyanza","walk"
"114",2023-09-04,"22:33:37","Eastern","Nyagatare","isombe","Cassava Leaves","wholesaler","Other DistrictDistrict","bus"
"116",2023-09-04,"18:43:24","Southern","Kamonyi","avoka","Avocado","wholesaler","Kamonyi","bicycle"
"117",2023-09-04,"16:06:21","Eastern","Gatsibo","ibirayi","Potato","wholesaler","Gatsibo","bicycle"
"118",2023-09-04,"15:13:45","Eastern","Gatsibo","umuceli","Rice","wholesaler","Gatsibo","bicycle"
"119",2023-09-04,"15:10:36","Eastern","Gatsibo","ibirayi","Potato","wholesaler","Gatsibo","bicycle"
"120",2023-09-04,"15:04:47","Eastern","Gatsibo","ibirayi","Potato","wholesaler","Gatsibo","bicycle"
"121",2023-09-04,"14:30:03","Kigali","Gasabo","imyumbati","Cassava Root","wholesaler","Gasabo","bicycle"
"122",2023-09-04,"11:47:36","Kigali","Nyarugenge","amashu","Cabbage","wholesaler","Nyarugenge","moto"
"123",2023-09-04,"11:43:08","Kigali","Nyarugenge","beterave","Beetroot","wholesaler","Nyarugenge","moto"
"124",2023-09-04,"08:37:05","Southern","Huye","ibinyomoro","Tree Tomato","wholesaler","Huye","walk"
"125",2023-09-04,"08:29:04","Southern","Huye","ipapayi","Papaya","neighbour_farm","Huye","bicycle"
"127",2023-09-05,"20:34:57","Northern","Burera","avoka","Avocado","neighbour_farm","Burera","bicycle"
"128",2023-09-05,"20:22:54","Southern","Ruhango","ibigori","Maize","neighbour_farm","Ruhango","bicycle"
"129",2023-09-05,"20:08:38","Southern","Ruhango","ibigori","Maize","neighbour_farm","Ruhango","bicycle"
"131",2023-09-05,"17:09:44","Eastern","Kayonza","soya","Soya Beans","wholesaler","Kayonza","bicycle"
"132",2023-09-05,"17:07:40","Eastern","Gatsibo","amasaka","Sorghum","wholesaler","Gatsibo","bicycle"
"133",2023-09-05,"17:03:12","Eastern","Gatsibo","amasaka","Sorghum","wholesaler","Gatsibo","bicycle"
"134",2023-09-05,"17:02:12","Eastern","Gatsibo","ibigori","Maize","wholesaler","Gatsibo","bicycle"
"135",2023-09-05,"16:54:23","Eastern","Gatsibo","ibishyimbo byumye","Field Beans","wholesaler","Gatsibo","bicycle"
"136",2023-09-05,"16:49:42","Northern","Gakenke","ibigori","Maize","wholesaler","Gakenke","walk"
"137",2023-09-05,"16:42:16","Northern","Gakenke","ibitunguru","Onion","wholesaler","Other DistrictDistrict","car"
"138",2023-09-05,"16:38:10","Northern","Gakenke","urusenda","Chilli","wholesaler","Other DistrictDistrict","car"
"139",2023-09-05,"16:35:04","Northern","Gicumbi","ibirayi","Potato","neighbour_farm","Other DistrictDistrict","bicycle"
"140",2023-09-05,"16:33:59","Eastern","Nyagatare","amasaka","Sorghum","wholesaler","Nyagatare","moto"
"141",2023-09-05,"16:31:51","Southern","Ruhango","inyanya","Tomato","neighbour_farm","Other DistrictDistrict","walk"
"142",2023-09-05,"16:28:07","Northern","Gakenke","ubunyobwa","Ground Nuts","wholesaler","Gakenke","walk"
"143",2023-09-05,"16:26:27","Southern","Ruhango","ibitunguru","Onion","wholesaler","Ruhango","bicycle"
"144",2023-09-05,"16:21:45","Western","Karongi","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Karongi","bicycle"
"145",2023-09-05,"16:20:45","Northern","Gicumbi","ingano","Wheat","wholesaler","Other DistrictDistrict","bicycle"
"146",2023-09-05,"16:19:12","Northern","Gakenke","ibishyimbo byumye","Field Beans","wholesaler","Gakenke","walk"
"147",2023-09-05,"16:19:00","Southern","Ruhango","imboga za dodo","Amaranth Leaves","neighbour_farm","Ruhango","walk"
"148",2023-09-05,"16:17:27","Northern","Rulindo","imiteja","Faba Beans","neighbour_farm","Rulindo","bicycle"
"149",2023-09-05,"16:17:14","Eastern","Kayonza","inyanya","Tomato","wholesaler","Kayonza","bicycle"
"150",2023-09-05,"16:14:05","Kigali","Gasabo","sipinaci","Spinach","wholesaler","Gasabo","car"
"151",2023-09-05,"16:13:47","Northern","Burera","inyanya","Tomato","wholesaler","Other DistrictDistrict","car"
"152",2023-09-05,"16:13:18","Kigali","Nyarugenge","imboga za dodo","Amaranth Leaves","neighbour_farm","Nyarugenge","bicycle"
"153",2023-09-05,"16:12:12","Northern","Gakenke","beterave","Beetroot","wholesaler","Other DistrictDistrict","car"
"154",2023-09-05,"16:12:05","Northern","Rulindo","karoti","Carrot","neighbour_farm","Rulindo","bicycle"
"155",2023-09-05,"16:10:49","Kigali","Gasabo","imiteja","Faba Beans","wholesaler","Gasabo","car"
"158",2023-09-05,"16:09:54","Northern","Burera","karoti","Carrot","wholesaler","Other DistrictDistrict","car"
"159",2023-09-05,"16:09:04","Southern","Gisagara","ibitunguru","Onion","wholesaler","Gisagara","bicycle"
"161",2023-09-05,"16:07:07","Kigali","Gasabo","imboga za dodo","Amaranth Leaves","wholesaler","Gasabo","car"
"162",2023-09-05,"16:06:29","Eastern","Kayonza","intoryi","Aubergine","wholesaler","Kayonza","bicycle"
"163",2023-09-05,"16:05:08","Western","Rusizi","inyama z'inka","Cow Meat","wholesaler","Rusizi","walk"
"164",2023-09-05,"16:04:35","Northern","Rulindo","intoryi","Aubergine","neighbour_farm","Rulindo","bicycle"
"165",2023-09-05,"16:04:30","Northern","Burera","ibisheke","Sugarcane","wholesaler","Burera","walk"
"166",2023-09-05,"16:04:21","Northern","Burera","intoryi","Aubergine","neighbour_farm","Other DistrictDistrict","car"
"167",2023-09-05,"16:03:56","Western","Karongi","amatunda","Passionfruit","wholesaler","Other DistrictDistrict","car"
"168",2023-09-05,"16:03:34","Eastern","Kirehe","amateke ya taro","Taro","wholesaler","Kirehe","bicycle"
"169",2023-09-06,"21:30:45","Eastern","Nyagatare","amashu","Cabbage","neighbour_farm","Nyagatare","bicycle"
"170",2023-09-06,"21:24:08","Southern","Kamonyi","ibigori","Maize","neighbour_farm","Kamonyi","moto"
"171",2023-09-06,"21:16:57","Southern","Kamonyi","amashaza","Green Peas","wholesaler","Kamonyi","bicycle"
"172",2023-09-06,"20:57:13","Southern","Kamonyi","ibishyimbo byumye","Field Beans","wholesaler","Other DistrictDistrict","moto"
"174",2023-09-06,"20:45:24","Northern","Gakenke","soya","Soya Beans","wholesaler","Gakenke","bicycle"
"175",2023-09-06,"20:43:24","Eastern","Bugesera","imyumbati","Cassava Root","wholesaler","Bugesera","bicycle"
"176",2023-09-06,"20:42:12","Northern","Gakenke","amasaka","Sorghum","wholesaler","Gakenke","bicycle"
"178",2023-09-06,"20:33:22","Eastern","Kayonza","ibigori","Maize","neighbour_farm","Other DistrictDistrict","bicycle"
"179",2023-09-06,"20:33:17","Western","Nyamasheke","imyumbati","Cassava Root","neighbour_farm","Nyamasheke","bicycle"
"180",2023-09-06,"20:24:14","Eastern","Kirehe","ibijumba_by'_umweru","Sweet Potatoes White","own_farm","Kirehe","bicycle"
"181",2023-09-06,"19:51:23","Eastern","Nyagatare","ibitoki","Banana Cooking","neighbour_farm","Nyagatare","bicycle"
"182",2023-09-06,"18:34:13","Eastern","Nyagatare","umuceli","Rice","wholesaler","Nyagatare","truck"
"183",2023-09-06,"18:26:49","Eastern","Nyagatare","ubunyobwa","Ground Nuts","wholesaler","Nyagatare","car"
"184",2023-09-06,"18:14:16","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","moto"
"185",2023-09-06,"18:03:02","Western","Rusizi","ibinyomoro","Tree Tomato","neighbour_farm","Other DistrictDistrict","car"
"186",2023-09-06,"17:56:16","Western","Rusizi","amatunda","Passionfruit","neighbour_farm","Other DistrictDistrict","car"
"187",2023-09-06,"17:53:08","Kigali","Kicukiro","umuceli","Rice","wholesaler","Other DistrictDistrict","moto"
"188",2023-09-06,"17:19:41","Northern","Musanze","beterave","Beetroot","wholesaler","Musanze","car"
"189",2023-09-06,"15:52:02","Western","Rutsiro","ibirayi","Potato","neighbour_farm","Rutsiro","walk"
"190",2023-09-06,"15:31:28","Kigali","Gasabo","ibinyomoro","Tree Tomato","cooperative","Gasabo","walk"
"191",2023-09-06,"15:28:43","Eastern","Kirehe","ibitunguru","Onion","wholesaler","Other DistrictDistrict","bicycle"
"192",2023-09-06,"15:20:19","Northern","Musanze","ibigori","Maize","wholesaler","Musanze","bicycle"
"193",2023-09-06,"15:14:40","Northern","Musanze","ubunyobwa","Ground Nuts","wholesaler","Other DistrictDistrict","car"
"195",2023-09-06,"15:06:40","Southern","Kamonyi","isombe","Cassava Leaves","neighbour_farm","Kamonyi","walk"
"197",2023-09-06,"14:57:04","Western","Rusizi","urusenda","Chilli","wholesaler","Rusizi","car"
"198",2023-09-06,"14:43:29","Eastern","Kirehe","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Kirehe","bicycle"
"199",2023-09-06,"14:34:47","Kigali","Nyarugenge","amashaza","Green Peas","neighbour_farm","Nyarugenge","walk"
"200",2023-09-06,"14:18:53","Northern","Gicumbi","avoka","Avocado","wholesaler","Other DistrictDistrict","bicycle"
"201",2023-09-06,"14:15:42","Southern","Nyamagabe","umuceli","Rice","wholesaler","Nyamagabe","walk"
"202",2023-09-06,"14:15:06","Western","Nyabihu","intoryi","Aubergine","wholesaler","Nyabihu","bicycle"
"203",2023-09-06,"14:14:35","Southern","Kamonyi","imyumbati","Cassava Root","wholesaler","Kamonyi","bicycle"
"204",2023-09-06,"14:12:20","Kigali","Nyarugenge","ibirayi","Potato","wholesaler","Nyarugenge","car"
"205",2023-09-06,"14:12:05","Southern","Nyamagabe","ibirayi","Potato","wholesaler","Nyamagabe","bicycle"
"206",2023-09-06,"13:44:58","Northern","Gakenke","amashu","Cabbage","wholesaler","Gakenke","bicycle"
"207",2023-09-06,"13:15:02","Western","Karongi","ibirayi","Potato","wholesaler","Other DistrictDistrict","truck"
"208",2023-09-06,"13:05:56","Eastern","Kayonza","ibinyomoro","Tree Tomato","wholesaler","Kayonza","moto"
"209",2023-09-06,"12:58:13","Eastern","Kayonza","inanasi","Pineapple","wholesaler","Kayonza","moto"
"210",2023-09-06,"12:49:03","Eastern","Kayonza","amatunda","Passionfruit","wholesaler","Kayonza","moto"
"211",2023-09-06,"12:15:39","Southern","Nyamagabe","karoti","Carrot","wholesaler","Nyamagabe","car"
"212",2023-09-06,"11:45:50","Kigali","Kicukiro","urusenda","Chilli","wholesaler","Kicukiro","moto"
"213",2023-09-06,"11:41:34","Northern","Musanze","karoti","Carrot","wholesaler","Musanze","bicycle"
"214",2023-09-06,"11:35:44","Kigali","Kicukiro","karoti","Carrot","wholesaler","Other DistrictDistrict","moto"
"215",2023-09-06,"11:25:57","Eastern","Rwamagana","ibitunguru","Onion","wholesaler","Rwamagana","bicycle"
"216",2023-09-06,"11:24:36","Southern","Ruhango","urusenda","Chilli","wholesaler","Ruhango","walk"
"217",2023-09-06,"11:18:07","Kigali","Gasabo","ipapayi","Papaya","wholesaler","Other DistrictDistrict","bus"
"218",2023-09-06,"11:17:32","Southern","Ruhango","karoti","Carrot","wholesaler","Ruhango","walk"
"219",2023-09-06,"11:12:47","Kigali","Nyarugenge","intoryi","Aubergine","wholesaler","Nyarugenge","moto"
"220",2023-09-06,"11:09:09","Kigali","Kicukiro","ibitunguru","Onion","wholesaler","Kicukiro","bicycle"
"221",2023-09-06,"11:06:22","Western","Rusizi","ibigori","Maize","neighbour_farm","Rusizi","bicycle"
"222",2023-09-06,"11:06:14","Southern","Ruhango","intoryi","Aubergine","wholesaler","Ruhango","walk"
"223",2023-09-06,"11:01:25","Northern","Rulindo","ibirayi","Potato","wholesaler","Rulindo","moto"
"224",2023-09-06,"11:00:47","Western","Rusizi","ibishyimbo byumye","Field Beans","neighbour_farm","Rusizi","bicycle"
"225",2023-09-06,"10:56:23","Kigali","Nyarugenge","ibihaza","Pumpkin","wholesaler","Nyarugenge","car"
"226",2023-09-06,"10:56:09","Northern","Rulindo","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Rulindo","bicycle"
"227",2023-09-06,"10:55:52","Western","Nyamasheke","umuceli","Rice","wholesaler","Nyamasheke","walk"
"228",2023-09-06,"10:54:54","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","bicycle"
"229",2023-09-06,"10:54:42","Northern","Burera","ibijumba_bisa_oranje","Sweet Potatoes Orange","neighbour_farm","Burera","bicycle"
"230",2023-09-06,"10:54:03","Eastern","Nyagatare","karoti","Carrot","wholesaler","Nyagatare","walk"
"231",2023-09-06,"10:53:23","Eastern","Kirehe","amasaka","Sorghum","wholesaler","Kirehe","bicycle"
"232",2023-09-06,"10:52:23","Northern","Burera","ibirayi","Potato","neighbour_farm","Burera","walk"
"233",2023-09-06,"10:52:03","Western","Rusizi","imyumbati","Cassava Root","neighbour_farm","Rusizi","bicycle"
"234",2023-09-06,"10:52:00","Eastern","Bugesera","ibishyimbo byumye","Field Beans","neighbour_farm","Bugesera","bicycle"
"235",2023-09-06,"10:51:58","Kigali","Nyarugenge","imiteja","Faba Beans","wholesaler","Nyarugenge","moto"
"236",2023-09-06,"10:51:30","Eastern","Kayonza","ibitunguru","Onion","wholesaler","Other DistrictDistrict","moto"
"237",2023-09-06,"10:51:21","Eastern","Gatsibo","ibirayi","Potato","neighbour_farm","Gatsibo","bicycle"
"239",2023-09-06,"10:50:05","Kigali","Nyarugenge","ibitunguru","Onion","wholesaler","Other DistrictDistrict","moto"
"240",2023-09-06,"10:49:52","Northern","Burera","ibijumba_bisa_oranje","Sweet Potatoes Orange","neighbour_farm","Burera","bicycle"
"241",2023-09-06,"10:49:07","Eastern","Nyagatare","karoti","Carrot","wholesaler","Nyagatare","bicycle"
"242",2023-09-06,"10:48:29","Northern","Burera","ibirayi","Potato","neighbour_farm","Burera","bicycle"
"243",2023-09-06,"10:45:53","Eastern","Kirehe","ibigori","Maize","wholesaler","Kirehe","bicycle"
"244",2023-09-06,"10:45:49","Eastern","Nyagatare","inanasi","Pineapple","wholesaler","Nyagatare","bicycle"
"245",2023-09-06,"10:45:34","Southern","Huye","soya","Soya Beans","wholesaler","Huye","bicycle"
"246",2023-09-06,"10:45:19","Southern","Gisagara","ipapayi","Papaya","wholesaler","Gisagara","car"
"247",2023-09-06,"10:44:29","Western","Rusizi","inyama z'inka","Cow Meat","cooperative","Rusizi","walk"
"249",2023-09-06,"10:44:18","Southern","Ruhango","amagi","Eggs","wholesaler","Ruhango","bicycle"
"250",2023-09-06,"10:44:09","Southern","Muhanga","inyama z'inka","Cow Meat","cooperative","Muhanga","car"
"251",2023-09-06,"10:44:04","Kigali","Nyarugenge","imboga za dodo","Amaranth Leaves","wholesaler","Other DistrictDistrict","moto"
"252",2023-09-06,"10:43:59","Northern","Gicumbi","ibitoki","Banana Cooking","wholesaler","Other DistrictDistrict","car"
"253",2023-09-06,"10:43:46","Southern","Huye","ibishyimbo byumye","Field Beans","wholesaler","Huye","bicycle"
"255",2023-09-06,"06:24:32","Southern","Ruhango","soya","Soya Beans","neighbour_farm","Ruhango","bicycle"
"256",2023-09-06,"06:16:41","Southern","Ruhango","amasaka","Sorghum","neighbour_farm","Ruhango","bicycle"
"260",2023-09-07,"10:10:44","Northern","Burera","inyanya","Tomato","neighbour_farm","Burera","walk"
"261",2023-09-07,"10:07:30","Eastern","Gatsibo","amashu","Cabbage","neighbour_farm","Gatsibo","bicycle"
"262",2023-09-07,"10:06:39","Eastern","Nyagatare","beterave","Beetroot","wholesaler","Other DistrictDistrict","bus"
"263",2023-09-07,"10:06:21","Eastern","Bugesera","ibirayi","Potato","wholesaler","Bugesera","car"
"264",2023-09-07,"10:06:05","Kigali","Gasabo","ipapayi","Papaya","wholesaler","Gasabo","bicycle"
"265",2023-09-07,"10:06:02","Eastern","Nyagatare","avoka","Avocado","neighbour_farm","Nyagatare","bicycle"
"266",2023-09-07,"10:05:10","Southern","Kamonyi","imyumbati","Cassava Root","wholesaler","Kamonyi","car"
"267",2023-09-07,"09:57:38","Eastern","Bugesera","karoti","Carrot","wholesaler","Bugesera","car"
"269",2023-09-07,"09:45:16","Eastern","Bugesera","imboga za dodo","Amaranth Leaves","wholesaler","Bugesera","bicycle"
"270",2023-09-07,"09:05:05","Kigali","Gasabo","ibirayi","Potato","wholesaler","Gasabo","bus"
"271",2023-09-15,"23:18:47","Kigali","Kicukiro","isombe","Cassava Leaves","wholesaler","Other DistrictDistrict","bicycle"
"274",2023-09-15,"21:45:31","Eastern","Gatsibo","ibitunguru","Onion","wholesaler","Gatsibo","bicycle"
"275",2023-09-15,"21:40:28","Southern","Kamonyi","amatunda","Passionfruit","cooperative","Kamonyi","bicycle"
"278",2023-09-15,"21:28:19","Eastern","Nyagatare","intoryi","Aubergine","wholesaler","Nyagatare","bicycle"
"279",2023-09-15,"18:52:21","Eastern","Kirehe","ubunyobwa","Ground Nuts","wholesaler","Kirehe","bicycle"
"281",2023-09-15,"18:46:36","Eastern","Kirehe","ibishyimbo byumye","Field Beans","wholesaler","Kirehe","bicycle"
