"","date","time","Province","District","items_sold_label","Food Item - English","source_channel","source_location","market_transport"
"36",2024-02-21,"20:45:45","Eastern","Gatsibo","soya","Soya Beans","wholesaler","Gatsibo","moto"
"37",2024-02-21,"20:42:29","Northern","Rulindo","karoti","Carrot","neighbour_farm","Rulindo","bicycle"
"38",2024-02-21,"20:41:55","Eastern","Gatsibo","amasaka","Sorghum","wholesaler","Gatsibo","moto"
"39",2024-02-21,"20:38:32","Northern","Rulindo","intoryi","Aubergine","neighbour_farm","Rulindo","bicycle"
"40",2024-02-21,"20:36:31","Southern","Huye","ibitunguru","Onion","wholesaler","Don't Know","moto"
"41",2024-02-21,"20:35:57","Eastern","Gatsibo","ibigori","Maize","wholesaler","Gatsibo","moto"
"43",2024-02-21,"20:34:03","Southern","Kamonyi","ibigori","Maize","neighbour_farm","Kamonyi","truck"
"44",2024-02-21,"20:18:00","Southern","Huye","amashu","Cabbage","neighbour_farm","Huye","bicycle"
"45",2024-02-21,"20:14:40","Southern","Huye","soya","Soya Beans","neighbour_farm","Huye","bicycle"
"47",2024-02-21,"20:05:06","Western","Rusizi","inyanya","Tomato","wholesaler","Rusizi","walk"
"49",2024-02-21,"20:02:45","Southern","Muhanga","beterave","Beetroot","neighbour_farm","Muhanga","walk"
"50",2024-02-21,"20:02:18","Southern","Nyaruguru","ibitoki","Banana Cooking","wholesaler","Huye","car"
"51",2024-02-21,"20:00:46","Southern","Kamonyi","intoryi","Aubergine","neighbour_farm","Kamonyi","bicycle"
"52",2024-02-21,"19:58:27","Southern","Nyaruguru","avoka","Avocado","wholesaler","Huye","car"
"53",2024-02-21,"19:49:30","Western","Rutsiro","ibitunguru","Onion","wholesaler","Rubavu","car"
"54",2024-02-21,"19:35:41","Northern","Gakenke","ibirayi","Potato","neighbour_farm","Gakenke","walk"
"55",2024-02-21,"19:34:52","Western","Nyamasheke","inyanya","Tomato","wholesaler","Rusizi","bus"
"56",2024-02-21,"19:29:48","Western","Nyamasheke","amashu","Cabbage","wholesaler","Nyamasheke","bicycle"
"57",2024-02-21,"19:24:02","Eastern","Bugesera","ibitunguru","Onion","cooperative","Bugesera","bicycle"
"58",2024-02-21,"19:16:35","Eastern","Bugesera","imiteja","Faba Beans","wholesaler","Nyarugenge","car"
"59",2024-02-21,"19:16:23","Eastern","Rwamagana","inyanya","Tomato","wholesaler","Rwamagana","bicycle"
"60",2024-02-21,"19:11:01","Western","Nyamasheke","inyanya","Tomato","wholesaler","Nyamagabe","car"
"62",2024-02-21,"19:08:47","Eastern","Bugesera","karoti","Carrot","wholesaler","Nyarugenge","car"
"63",2024-02-21,"19:08:15","Western","Rusizi","inanasi","Pineapple","wholesaler","Rusizi","bicycle"
"64",2024-02-21,"19:07:09","Eastern","Kayonza","urusenda","Chilli","neighbour_farm","Kayonza","car"
"65",2024-02-21,"19:06:11","Southern","Huye","karoti","Carrot","neighbour_farm","Huye","bicycle"
"66",2024-02-21,"19:04:08","Western","Nyamasheke","karoti","Carrot","wholesaler","Nyamasheke","bicycle"
"67",2024-02-21,"19:03:12","Kigali","Gasabo","ibitoki","Banana Cooking","own_farm","Gasabo","bicycle"
"68",2024-02-21,"19:00:04","Eastern","Kayonza","imboga za dodo","Amaranth Leaves","wholesaler","Kayonza","car"
"69",2024-02-21,"18:56:37","Eastern","Gatsibo","ubunyobwa","Ground Nuts","wholesaler","Gatsibo","car"
"70",2024-02-21,"18:55:52","Kigali","Nyarugenge","imboga za dodo","Amaranth Leaves","wholesaler","Nyarugenge","walk"
"71",2024-02-21,"18:51:58","Southern","Nyanza","soya","Soya Beans","neighbour_farm","Nyanza","car"
"73",2024-02-21,"18:45:38","Eastern","Kirehe","soya","Soya Beans","wholesaler","Kirehe","moto"
"74",2024-02-21,"18:43:04","Kigali","Kicukiro","intoryi","Aubergine","wholesaler","Bugesera","car"
"75",2024-02-21,"18:38:31","Eastern","Kayonza","ibitunguru","Onion","wholesaler","Kirehe","car"
"76",2024-02-21,"18:28:12","Northern","Gakenke","ibirayi","Potato","wholesaler","Nyabihu","car"
"77",2024-02-21,"18:24:13","Kigali","Gasabo","amafi","Fish","wholesaler","Gasabo","bicycle"
"78",2024-02-21,"18:23:33","Eastern","Kirehe","ibijumba_by'_umweru","Sweet Potatoes White","own_farm","Kirehe","bicycle"
"79",2024-02-21,"18:22:51","Southern","Kamonyi","isombe","Cassava Leaves","wholesaler","Kamonyi","walk"
"80",2024-02-21,"18:22:08","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Gasabo","bus"
"81",2024-02-21,"18:19:08","Northern","Gicumbi","ibishyimbo byumye","Field Beans","wholesaler","Gicumbi","walk"
"82",2024-02-21,"18:15:42","Kigali","Gasabo","karoti","Carrot","wholesaler","Nyarugenge","bus"
"83",2024-02-21,"18:15:25","Northern","Gicumbi","imiteja","Faba Beans","neighbour_farm","Gasabo","bicycle"
"84",2024-02-21,"18:00:06","Eastern","Rwamagana","inyanya","Tomato","wholesaler","Rwamagana","walk"
"85",2024-02-21,"17:53:45","Eastern","Rwamagana","imiteja","Faba Beans","wholesaler","Rwamagana","walk"
"86",2024-02-21,"17:53:02","Kigali","Nyarugenge","amashaza","Green Peas","wholesaler","Nyarugenge","car"
"87",2024-02-21,"17:35:02","Eastern","Ngoma","ibishyimbo byumye","Field Beans","wholesaler","Ngoma","bicycle"
"88",2024-02-21,"17:34:14","Kigali","Nyarugenge","ibishyimbo byumye","Field Beans","wholesaler","Nyarugenge","car"
"90",2024-02-21,"17:31:00","Eastern","Nyagatare","avoka","Avocado","neighbour_farm","Nyagatare","bicycle"
"91",2024-02-21,"17:28:34","Kigali","Nyarugenge","amagi","Eggs","wholesaler","Rulindo","car"
"92",2024-02-21,"17:14:08","Western","Nyamasheke","imboga za dodo","Amaranth Leaves","neighbour_farm","Nyamasheke","walk"
"93",2024-02-21,"17:08:59","Eastern","Kayonza","amashu","Cabbage","cooperative","Kayonza","bicycle"
"94",2024-02-21,"16:56:44","Northern","Musanze","karoti","Carrot","neighbour_farm","Musanze","bicycle"
"95",2024-02-21,"16:55:47","Kigali","Kicukiro","ibirayi","Potato","wholesaler","Kicukiro","walk"
"96",2024-02-21,"16:54:53","Southern","Huye","amateke ya taro","Taro","neighbour_farm","Huye","bicycle"
"97",2024-02-21,"16:52:06","Southern","Ruhango","ibitunguru","Onion","wholesaler","Ruhango","walk"
"99",2024-02-21,"16:50:14","Eastern","Rwamagana","ibitunguru","Onion","wholesaler","Rwamagana","moto"
"101",2024-02-21,"16:45:22","Northern","Musanze","amateke ya taro","Taro","wholesaler","Burera","car"
"102",2024-02-21,"16:40:32","Northern","Musanze","ibihaza","Pumpkin","wholesaler","Musanze","bicycle"
"103",2024-02-21,"16:39:15","Eastern","Kirehe","amashu","Cabbage","neighbour_farm","Kirehe","bicycle"
"104",2024-02-21,"16:35:18","Northern","Musanze","imyumbati","Cassava Root","wholesaler","Burera","car"
"105",2024-02-21,"16:35:14","Western","Nyamasheke","imboga za dodo","Amaranth Leaves","own_farm","Nyamasheke","walk"
"106",2024-02-21,"16:31:30","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyagatare","bicycle"
"107",2024-02-21,"16:28:37","Eastern","Nyagatare","karoti","Carrot","wholesaler","Nyagatare","bicycle"
"108",2024-02-21,"16:27:17","Eastern","Ngoma","amashaza","Green Peas","wholesaler","Ngoma","car"
"109",2024-02-21,"16:26:46","Eastern","Ngoma","soya","Soya Beans","wholesaler","Ngoma","bicycle"
"110",2024-02-21,"16:24:13","Eastern","Ngoma","amasaka","Sorghum","wholesaler","Ngoma","bicycle"
"111",2024-02-21,"16:23:59","Western","Nyamasheke","ibitunguru","Onion","wholesaler","Nyamasheke","walk"
"112",2024-02-21,"16:23:27","Eastern","Nyagatare","imboga za dodo","Amaranth Leaves","wholesaler","Nyagatare","bicycle"
"113",2024-02-21,"16:23:09","Eastern","Kirehe","imiteja","Faba Beans","wholesaler","Ngoma","car"
"114",2024-02-21,"16:21:01","Eastern","Ngoma","ibigori","Maize","wholesaler","Ngoma","bicycle"
"115",2024-02-21,"16:20:42","Western","Nyamasheke","karoti","Carrot","wholesaler","Don't Know","walk"
"116",2024-02-21,"16:19:45","Kigali","Nyarugenge","ibihaza","Pumpkin","wholesaler","Nyarugenge","moto"
"117",2024-02-21,"16:18:03","Eastern","Kirehe","karoti","Carrot","wholesaler","Ngoma","car"
"118",2024-02-21,"16:16:42","Kigali","Nyarugenge","amateke ya taro","Taro","wholesaler","Nyarugenge","moto"
"119",2024-02-21,"16:14:21","Eastern","Bugesera","imyumbati","Cassava Root","neighbour_farm","Bugesera","bicycle"
"120",2024-02-21,"16:13:34","Kigali","Nyarugenge","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Nyarugenge","moto"
"121",2024-02-21,"16:10:39","Eastern","Kirehe","amashu","Cabbage","neighbour_farm","Kirehe","moto"
"122",2024-02-21,"16:10:14","Kigali","Nyarugenge","imyumbati","Cassava Root","wholesaler","Nyarugenge","moto"
"123",2024-02-21,"16:08:55","Eastern","Gatsibo","amashu","Cabbage","wholesaler","Don't Know","bicycle"
"124",2024-02-21,"16:08:49","Southern","Muhanga","icyayi","Tea","own_farm","Muhanga","walk"
"125",2024-02-21,"16:02:04","Southern","Ruhango","amashu","Cabbage","wholesaler","Ruhango","bicycle"
"126",2024-02-21,"16:01:50","Eastern","Bugesera","amashu","Cabbage","neighbour_farm","Bugesera","car"
"128",2024-02-21,"15:57:45","Eastern","Kayonza","soya","Soya Beans","wholesaler","Kayonza","walk"
"129",2024-02-21,"15:56:28","Eastern","Rwamagana","umuceli","Rice","wholesaler","Rwamagana","bicycle"
"130",2024-02-21,"15:54:53","Eastern","Kayonza","amasaka","Sorghum","wholesaler","Kayonza","bicycle"
"131",2024-02-21,"15:53:20","Western","Nyamasheke","ibijumba_bisa_oranje","Sweet Potatoes Orange","own_farm","Nyamasheke","car"
"132",2024-02-21,"15:51:03","Eastern","Kayonza","ibishyimbo byumye","Field Beans","wholesaler","Kayonza","bicycle"
"133",2024-02-21,"15:48:38","Northern","Burera","ibigori","Maize","neighbour_farm","Burera","bicycle"
"134",2024-02-21,"15:48:00","Kigali","Kicukiro","ibirayi","Potato","wholesaler","Kicukiro","car"
"135",2024-02-21,"15:46:57","Western","Rusizi","inanasi","Pineapple","neighbour_farm","Rusizi","bicycle"
"136",2024-02-21,"15:43:50","Southern","Huye","soya","Soya Beans","wholesaler","Huye","bicycle"
"137",2024-02-21,"15:42:39","Southern","Ruhango","amafi","Fish","wholesaler","Ruhango","walk"
"138",2024-02-21,"15:40:44","Eastern","Rwamagana","ibitunguru","Onion","wholesaler","Nyagatare","car"
"139",2024-02-21,"15:39:37","Southern","Ruhango","amateke ya taro","Taro","wholesaler","Ruhango","bicycle"
"141",2024-02-21,"15:37:59","Southern","Ruhango","beterave","Beetroot","wholesaler","Ruhango","walk"
"142",2024-02-21,"15:37:50","Eastern","Kirehe","inyanya","Tomato","wholesaler","Kirehe","bicycle"
"143",2024-02-21,"15:35:57","Northern","Musanze","amatunda","Passionfruit","neighbour_farm","Musanze","walk"
"144",2024-02-21,"15:35:06","Western","Rusizi","amafi","Fish","wholesaler","Rusizi","moto"
"145",2024-02-21,"15:34:40","Southern","Muhanga","ibishyimbo byumye","Field Beans","wholesaler","Muhanga","bicycle"
"146",2024-02-21,"15:33:01","Northern","Musanze","imyembe","Mango","wholesaler","Musanze","bus"
"147",2024-02-21,"15:31:36","Eastern","Kayonza","ibitunguru","Onion","wholesaler","Nyarugenge","bicycle"
"148",2024-02-21,"15:30:31","Western","Rusizi","amafi","Fish","wholesaler","Rusizi","walk"
"149",2024-02-21,"15:29:04","Northern","Musanze","beterave","Beetroot","wholesaler","Musanze","bus"
"150",2024-02-21,"15:26:30","Northern","Gakenke","inyanya","Tomato","wholesaler","Gakenke","bicycle"
"151",2024-02-21,"15:26:18","Eastern","Kayonza","inyanya","Tomato","neighbour_farm","Kayonza","moto"
"152",2024-02-21,"15:25:34","Western","Nyamasheke","inyanya","Tomato","wholesaler","Nyamasheke","walk"
"153",2024-02-21,"15:24:54","Southern","Nyanza","inyanya","Tomato","neighbour_farm","Nyanza","bicycle"
"154",2024-02-21,"15:23:41","Northern","Gakenke","imboga za dodo","Amaranth Leaves","neighbour_farm","Gakenke","bicycle"
"155",2024-02-21,"15:23:31","Eastern","Kayonza","karoti","Carrot","neighbour_farm","Kayonza","bicycle"
"156",2024-02-21,"15:20:29","Northern","Gicumbi","umuceli","Rice","wholesaler","Don't Know","bicycle"
"157",2024-02-21,"15:19:00","Eastern","Kayonza","intoryi","Aubergine","wholesaler","Kayonza","walk"
"158",2024-02-21,"15:18:06","Western","Rutsiro","ibisheke","Sugarcane","wholesaler","Rutsiro","walk"
"159",2024-02-21,"15:16:32","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","bicycle"
"160",2024-02-21,"15:15:08","Western","Nyamasheke","imyumbati","Cassava Root","wholesaler","Nyamasheke","walk"
"161",2024-02-21,"15:14:23","Northern","Gicumbi","avoka","Avocado","wholesaler","Gicumbi","bicycle"
"162",2024-02-21,"15:10:08","Eastern","Nyagatare","beterave","Beetroot","wholesaler","Nyagatare","bicycle"
"163",2024-02-21,"15:09:49","Western","Karongi","soya","Soya Beans","neighbour_farm","Karongi","bicycle"
"164",2024-02-21,"15:07:22","Western","Karongi","ibigori","Maize","neighbour_farm","Karongi","bicycle"
"165",2024-02-21,"15:07:13","Southern","Ruhango","inyanya","Tomato","wholesaler","Ruhango","walk"
"166",2024-02-21,"15:06:59","Northern","Gicumbi","ibigori","Maize","own_farm","Rulindo","walk"
"167",2024-02-21,"15:04:58","Kigali","Kicukiro","ibinyomoro","Tree Tomato","wholesaler","Kicukiro","bus"
"168",2024-02-21,"15:04:31","Eastern","Rwamagana","ibinyomoro","Tree Tomato","neighbour_farm","Rwamagana","bicycle"
"169",2024-02-21,"15:04:14","Eastern","Rwamagana","urusenda","Chilli","neighbour_farm","Rwamagana","walk"
"170",2024-02-21,"15:03:41","Western","Karongi","ibishyimbo byumye","Field Beans","neighbour_farm","Karongi","bicycle"
"171",2024-02-21,"15:03:00","Western","Ngororero","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Ngoma","bicycle"
"172",2024-02-21,"15:02:16","Southern","Ruhango","ibitunguru","Onion","wholesaler","Ruhango","walk"
"173",2024-02-21,"15:01:30","Eastern","Rwamagana","amatunda","Passionfruit","neighbour_farm","Rwamagana","bicycle"
"174",2024-02-21,"15:01:26","Eastern","Kayonza","imiteja","Faba Beans","wholesaler","Kayonza","bicycle"
"175",2024-02-21,"15:01:15","Kigali","Kicukiro","amatunda","Passionfruit","wholesaler","Kicukiro","bus"
"176",2024-02-21,"15:00:17","Southern","Kamonyi","intoryi","Aubergine","neighbour_farm","Kamonyi","bicycle"
"177",2024-02-21,"14:58:38","Northern","Gicumbi","ibishyimbo byumye","Field Beans","neighbour_farm","Rulindo","bicycle"
"178",2024-02-21,"14:57:58","Eastern","Kayonza","karoti","Carrot","wholesaler","Kayonza","bicycle"
"179",2024-02-21,"14:57:02","Kigali","Kicukiro","imyembe","Mango","wholesaler","Kicukiro","bus"
"180",2024-02-21,"14:56:55","Eastern","Ngoma","imyumbati","Cassava Root","cooperative","Ngoma","bicycle"
"181",2024-02-21,"14:56:44","Southern","Ruhango","intoryi","Aubergine","neighbour_farm","Ruhango","walk"
"182",2024-02-21,"14:56:07","Southern","Nyamagabe","avoka","Avocado","wholesaler","Nyamagabe","walk"
"183",2024-02-21,"14:55:05","Northern","Gicumbi","ibitoki","Banana Cooking","wholesaler","Gicumbi","walk"
"184",2024-02-21,"14:54:45","Western","Rutsiro","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Rutsiro","walk"
"185",2024-02-21,"14:54:40","Eastern","Kayonza","beterave","Beetroot","wholesaler","Kayonza","bicycle"
"186",2024-02-21,"14:54:21","Eastern","Nyagatare","ubunyobwa","Ground Nuts","wholesaler","Nyagatare","moto"
"187",2024-02-21,"14:54:15","Western","Rusizi","inanasi","Pineapple","wholesaler","Rusizi","bicycle"
"188",2024-02-21,"14:53:22","Eastern","Kayonza","ibinyomoro","Tree Tomato","wholesaler","Don't Know","moto"
"189",2024-02-21,"14:52:22","Kigali","Gasabo","amashaza","Green Peas","wholesaler","Gasabo","moto"
"190",2024-02-21,"14:50:33","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","bicycle"
"191",2024-02-21,"14:50:10","Eastern","Nyagatare","avoka","Avocado","neighbour_farm","Nyagatare","bicycle"
"192",2024-02-21,"14:49:51","Northern","Gicumbi","ibitoki","Banana Cooking","wholesaler","Gicumbi","walk"
"193",2024-02-21,"14:48:26","Northern","Musanze","imiteja","Faba Beans","wholesaler","Musanze","bicycle"
"194",2024-02-21,"14:47:22","Northern","Gicumbi","inyanya","Tomato","wholesaler","Gicumbi","car"
"195",2024-02-21,"14:47:20","Southern","Gisagara","ibitunguru","Onion","wholesaler","Huye","walk"
"196",2024-02-21,"14:47:07","Southern","Ruhango","imyumbati","Cassava Root","neighbour_farm","Ruhango","bicycle"
"197",2024-02-21,"14:46:25","Eastern","Kayonza","inanasi","Pineapple","wholesaler","Don't Know","moto"
"198",2024-02-21,"14:45:45","Southern","Huye","inyanya","Tomato","neighbour_farm","Huye","bicycle"
"199",2024-02-21,"14:44:20","Northern","Musanze","karoti","Carrot","wholesaler","Musanze","bicycle"
"200",2024-02-21,"14:44:12","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","bicycle"
"201",2024-02-21,"14:43:46","Northern","Gicumbi","ibitoki","Banana Cooking","wholesaler","Gicumbi","walk"
"202",2024-02-21,"14:41:56","Eastern","Nyagatare","inyanya","Tomato","wholesaler","Nyagatare","bicycle"
"203",2024-02-21,"14:41:45","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Gicumbi","car"
"204",2024-02-21,"14:40:58","Northern","Gicumbi","amashaza","Green Peas","wholesaler","Gicumbi","car"
"205",2024-02-21,"14:40:08","Southern","Huye","karoti","Carrot","neighbour_farm","Huye","bicycle"
"206",2024-02-21,"14:39:37","Eastern","Kayonza","amatunda","Passionfruit","wholesaler","Don't Know","moto"
"207",2024-02-21,"14:39:14","Kigali","Kicukiro","inanasi","Pineapple","own_farm","Ruhango","bicycle"
"208",2024-02-21,"14:39:08","Eastern","Ngoma","uburo","Millet","wholesaler","Ngoma","bicycle"
"209",2024-02-21,"14:39:01","Northern","Musanze","intoryi","Aubergine","own_farm","Musanze","bicycle"
"211",2024-02-21,"14:37:16","Kigali","Kicukiro","imiteja","Faba Beans","wholesaler","Kicukiro","bicycle"
"212",2024-02-21,"14:37:07","Northern","Gicumbi","imiteja","Faba Beans","wholesaler","Gasabo","car"
"213",2024-02-21,"14:37:05","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","bicycle"
"215",2024-02-21,"14:36:29","Western","Rubavu","imiteja","Faba Beans","wholesaler","Nyarugenge","car"
"216",2024-02-21,"14:36:28","Northern","Gicumbi","karoti","Carrot","own_farm","Gicumbi","moto"
"218",2024-02-21,"14:36:09","Western","Rutsiro","ibitoki","Banana Cooking","neighbour_farm","Rutsiro","walk"
"219",2024-02-21,"14:35:51","Northern","Gicumbi","karoti","Carrot","wholesaler","Gicumbi","bicycle"
"220",2024-02-21,"14:35:49","Kigali","Nyarugenge","inyama z'inka","Cow Meat","wholesaler","Nyarugenge","car"
"221",2024-02-21,"14:35:38","Western","Nyamasheke","amasaka","Sorghum","neighbour_farm","Nyamasheke","bicycle"
"222",2024-02-21,"14:35:34","Northern","Gicumbi","ibitoki","Banana Cooking","cooperative","Gicumbi","moto"
"223",2024-02-21,"14:35:26","Kigali","Nyarugenge","ibitunguru","Onion","wholesaler","Nyarugenge","walk"
"224",2024-02-21,"14:34:34","Northern","Gicumbi","shufureri","Cauliflower","wholesaler","Gicumbi","car"
"225",2024-02-21,"14:34:17","Northern","Rulindo","amashaza","Green Peas","wholesaler","Burera","bicycle"
"226",2024-02-21,"14:34:08","Kigali","Kicukiro","ibitoki","Banana Cooking","wholesaler","Kayonza","bus"
"227",2024-02-21,"14:34:07","Kigali","Kicukiro","karoti","Carrot","wholesaler","Rwamagana","bicycle"
"228",2024-02-21,"14:33:45","Eastern","Ngoma","ubunyobwa","Ground Nuts","own_farm","Ngoma","bicycle"
"229",2024-02-21,"14:33:36","Kigali","Kicukiro","sipinaci","Spinach","neighbour_farm","Kicukiro","bicycle"
"231",2024-02-21,"14:33:15","Western","Rubavu","ibishyimbo byumye","Field Beans","wholesaler","Rubavu","bicycle"
"232",2024-02-21,"14:33:10","Western","Nyamasheke","ibitunguru","Onion","wholesaler","Nyamasheke","walk"
"233",2024-02-21,"14:32:16","Kigali","Nyarugenge","beterave","Beetroot","wholesaler","Nyarugenge","moto"
"234",2024-02-21,"14:32:09","Northern","Musanze","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Gakenke","car"
"235",2024-02-21,"14:32:04","Kigali","Gasabo","intoryi","Aubergine","wholesaler","Gicumbi","bicycle"
"237",2024-02-21,"14:30:54","Northern","Rulindo","amashu","Cabbage","neighbour_farm","Rulindo","walk"
"238",2024-02-21,"14:30:49","Kigali","Kicukiro","intoryi","Aubergine","wholesaler","Kicukiro","bicycle"
"239",2024-02-21,"14:30:49","Western","Rubavu","ibishyimbo byumye","Field Beans","wholesaler","Musanze","car"
"240",2024-02-21,"14:30:46","Eastern","Gatsibo","ibirayi","Potato","wholesaler","Don't Know","bicycle"
"242",2024-02-21,"14:30:00","Kigali","Nyarugenge","amashaza","Green Peas","wholesaler","Nyarugenge","walk"
"243",2024-02-21,"14:29:48","Southern","Kamonyi","ibigori","Maize","neighbour_farm","Kamonyi","bicycle"
"244",2024-02-21,"14:29:45","Eastern","Rwamagana","ibisheke","Sugarcane","cooperative","Gakenke","car"
"245",2024-02-21,"14:29:35","Kigali","Kicukiro","urusenda","Chilli","wholesaler","Nyarugenge","moto"
"246",2024-02-21,"14:29:15","Eastern","Kayonza","inyanya","Tomato","neighbour_farm","Kayonza","bicycle"
"247",2024-02-21,"14:29:15","Eastern","Nyagatare","inyanya","Tomato","neighbour_farm","Gatsibo","bicycle"
"248",2024-02-21,"14:28:32","Kigali","Kicukiro","ibitoki","Banana Cooking","wholesaler","Kayonza","bus"
"249",2024-02-21,"14:28:20","Northern","Rulindo","imiteja","Faba Beans","neighbour_farm","Nyagatare","car"
"250",2024-02-21,"14:28:20","Northern","Gicumbi","ibijumba_bisa_oranje","Sweet Potatoes Orange","wholesaler","Gicumbi","bicycle"
"251",2024-02-21,"14:28:10","Northern","Gicumbi","ibitoki","Banana Cooking","wholesaler","Nyagatare","car"
"252",2024-02-21,"14:28:03","Eastern","Bugesera","ibitunguru","Onion","wholesaler","Gasabo","car"
"253",2024-02-21,"14:27:52","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyagatare","car"
"254",2024-02-21,"14:27:51","Northern","Gakenke","beterave","Beetroot","wholesaler","Nyabihu","bus"
"255",2024-02-21,"14:27:37","Northern","Gicumbi","ipapayi","Papaya","wholesaler","Gicumbi","moto"
"256",2024-02-21,"14:27:10","Kigali","Nyarugenge","ibitunguru","Onion","cooperative","Musanze","truck"
"257",2024-02-21,"14:26:53","Western","Rusizi","ibinyomoro","Tree Tomato","neighbour_farm","Rusizi","car"
"258",2024-02-21,"14:26:47","Eastern","Bugesera","ibirayi","Potato","wholesaler","Bugesera","bicycle"
"259",2024-02-21,"14:26:41","Western","Rubavu","amasaka","Sorghum","wholesaler","Nyarugenge","car"
"260",2024-02-21,"14:26:33","Kigali","Nyarugenge","amashaza","Green Peas","wholesaler","Nyarugenge","bicycle"
"262",2024-02-21,"14:25:55","Western","Karongi","ibishyimbo byumye","Field Beans","wholesaler","Karongi","walk"
"263",2024-02-21,"14:25:30","Kigali","Kicukiro","intoryi","Aubergine","wholesaler","Kamonyi","bus"
